,datetime,LA_GRANDE_RESERVOIR_AT_LA_GRANDE__WA.
1066,2013-12-02,929.56
1067,2013-12-03,931.11
1068,2013-12-04,931.15
1069,2013-12-05,929.66
1070,2013-12-06,930.93
1071,2013-12-07,931.52
1072,2013-12-08,931.36
1073,2013-12-09,931.2
1074,2013-12-10,930.89
1075,2013-12-11,931.55
1076,2013-12-12,931.82
1077,2013-12-13,930.15
1078,2013-12-14,930.84
1079,2013-12-15,930.34
1080,2013-12-16,929.96
1081,2013-12-17,930.32
1082,2013-12-18,931.35
1083,2013-12-19,918.74
1084,2013-12-20,919.09
1085,2013-12-21,930.08
1086,2013-12-22,929.3
1087,2013-12-23,930.49
1088,2013-12-24,931.45
1089,2013-12-25,930.92
1090,2013-12-26,931.63
1091,2013-12-27,931.37
1092,2013-12-28,931.2
1093,2013-12-29,931.55
1094,2013-12-30,930.68
1095,2013-12-31,930.55
1096,2014-01-01,931.41
1097,2014-01-02,930.23
1098,2014-01-03,930.31
1099,2014-01-04,930.58
1100,2014-01-05,930.36
1101,2014-01-06,930.89
1102,2014-01-07,930.86
1103,2014-01-08,931.26
1104,2014-01-09,929.88
1105,2014-01-10,930.46
1106,2014-01-11,931.7
1107,2014-01-12,929.52
1108,2014-01-13,929.91
1109,2014-01-14,929.02
1110,2014-01-15,930.12
1111,2014-01-16,930.43
1112,2014-01-17,930.69
1113,2014-01-18,929.91
1114,2014-01-19,930.34
1115,2014-01-20,930.33
1116,2014-01-21,928.83
1117,2014-01-22,929.87
1118,2014-01-23,929.89
1119,2014-01-24,929.71
1120,2014-01-25,929.59
1121,2014-01-26,929.41
1122,2014-01-27,928.92
1123,2014-01-28,929.61
1124,2014-01-29,929.87
1125,2014-01-30,929.21
1126,2014-01-31,930.05
1127,2014-02-01,929.54
1128,2014-02-02,928.9
1129,2014-02-03,930.92
1130,2014-02-04,929.84
1131,2014-02-05,930.22
1132,2014-02-06,930.2
1133,2014-02-07,930.56
1134,2014-02-08,930.58
1135,2014-02-09,928.85
1136,2014-02-10,929.66
1137,2014-02-11,932.01
1138,2014-02-12,930.84
1139,2014-02-13,930.71
1140,2014-02-14,930.73
1141,2014-02-15,931.73
1142,2014-02-16,931.1
1143,2014-02-17,932.37
1144,2014-02-18,927.74
1145,2014-02-19,930.75
1146,2014-02-20,931.59
1147,2014-02-21,930.77
1148,2014-02-22,931.64
1149,2014-02-23,931.19
1150,2014-02-24,932.42
1151,2014-02-25,932.11
1152,2014-02-26,931.58
1153,2014-02-27,933.57
1154,2014-02-28,931.0
1155,2014-03-01,931.56
1156,2014-03-02,931.15
1157,2014-03-03,927.4
1158,2014-03-04,929.93
1159,2014-03-05,930.7
1160,2014-03-06,931.54
1161,2014-03-07,931.29
1162,2014-03-08,931.35
1163,2014-03-09,931.21
1164,2014-03-10,931.62
1165,2014-03-11,931.5
1166,2014-03-12,930.28
1167,2014-03-13,930.59
1168,2014-03-14,931.12
1169,2014-03-15,930.98
1170,2014-03-16,929.65
1171,2014-03-17,928.28
1172,2014-03-18,931.44
1173,2014-03-19,929.62
1174,2014-03-20,930.91
1175,2014-03-21,930.94
1176,2014-03-22,931.45
1177,2014-03-23,931.22
1178,2014-03-24,931.15
1179,2014-03-25,932.43
1180,2014-03-26,931.79
1181,2014-03-27,931.53
1182,2014-03-28,929.98
1183,2014-03-29,931.4
1184,2014-03-30,931.63
1185,2014-03-31,931.73
1186,2014-04-01,932.41
1187,2014-04-02,930.09
1188,2014-04-03,931.1
1189,2014-04-04,931.54
1190,2014-04-05,931.53
1191,2014-04-06,928.33
1192,2014-04-07,931.41
1193,2014-04-08,931.79
1194,2014-04-09,932.49
1195,2014-04-10,931.6
1196,2014-04-11,931.53
1197,2014-04-12,931.97
1198,2014-04-13,932.5
1199,2014-04-14,931.72
1200,2014-04-15,932.59
1201,2014-04-16,931.96
1202,2014-04-17,932.53
1203,2014-04-18,932.08
1204,2014-04-19,932.56
1205,2014-04-20,932.27
1206,2014-04-21,932.06
1207,2014-04-22,932.01
1208,2014-04-23,931.45
1209,2014-04-24,931.28
1210,2014-04-25,931.08
1211,2014-04-26,932.03
1212,2014-04-27,931.75
1213,2014-04-28,931.97
1214,2014-04-29,932.37
1215,2014-04-30,932.24
1216,2014-05-01,931.64
1217,2014-05-02,931.23
1218,2014-05-03,934.15
1219,2014-05-04,932.33
1220,2014-05-05,932.09
1221,2014-05-06,931.98
1222,2014-05-07,931.77
1223,2014-05-08,932.46
1224,2014-05-09,931.99
1225,2014-05-10,932.69
1226,2014-05-11,932.23
1227,2014-05-12,931.88
1228,2014-05-13,932.48
1229,2014-05-14,932.45
1230,2014-05-15,931.69
1231,2014-05-16,932.73
1232,2014-05-17,931.83
1233,2014-05-18,930.79
1234,2014-05-19,930.24
1235,2014-05-20,929.84
1236,2014-05-21,930.79
1237,2014-05-22,930.39
1238,2014-05-23,931.06
1239,2014-05-24,930.67
1240,2014-05-25,930.01
1241,2014-05-26,929.87
1242,2014-05-27,930.04
1243,2014-05-28,928.8
1244,2014-05-29,929.94
1245,2014-05-30,930.05
1246,2014-05-31,930.02
1247,2014-06-01,929.58
1248,2014-06-02,929.87
1249,2014-06-03,930.58
1250,2014-06-04,929.27
1251,2014-06-05,929.75
1252,2014-06-06,929.97
1253,2014-06-07,930.26
1254,2014-06-08,929.56
1255,2014-06-09,929.8
1256,2014-06-10,929.23
1257,2014-06-11,929.21
1258,2014-06-12,929.36
1259,2014-06-13,930.35
1260,2014-06-14,929.88
1261,2014-06-15,929.66
1262,2014-06-16,928.71
1263,2014-06-17,930.56
1264,2014-06-18,930.53
1265,2014-06-19,928.66
1266,2014-06-20,929.3
1267,2014-06-21,928.95
1268,2014-06-22,929.95
1269,2014-06-23,929.9
1270,2014-06-24,929.86
1271,2014-06-25,929.11
1272,2014-06-26,929.81
1273,2014-06-27,930.02
1274,2014-06-28,928.95
1275,2014-06-29,928.67
1276,2014-06-30,928.8
1277,2014-07-01,929.8
1278,2014-07-02,929.48
1279,2014-07-03,928.64
1280,2014-07-04,929.18
1281,2014-07-05,929.62
1282,2014-07-06,930.1
1283,2014-07-07,929.46
1284,2014-07-08,928.8
1285,2014-07-09,928.76
1286,2014-07-10,928.88
1287,2014-07-11,929.4
1288,2014-07-12,927.88
1289,2014-07-13,929.22
1290,2014-07-14,928.79
1291,2014-07-15,929.47
1292,2014-07-16,929.42
1293,2014-07-17,929.09
1294,2014-07-18,929.45
1295,2014-07-19,929.4
1296,2014-07-20,927.3
1297,2014-07-21,927.45
1298,2014-07-22,929.71
1299,2014-07-23,930.35
1300,2014-07-24,929.24
1301,2014-07-25,928.75
1302,2014-07-26,929.24
1303,2014-07-27,930.38
1304,2014-07-28,929.39
1305,2014-07-29,929.03
1306,2014-07-30,928.97
1307,2014-07-31,931.94
1308,2014-08-01,929.64
1309,2014-08-02,928.75
1310,2014-08-03,929.13
1311,2014-08-04,928.87
1312,2014-08-05,928.93
1313,2014-08-06,928.21
1314,2014-08-07,927.92
1315,2014-08-08,928.02
1316,2014-08-09,928.28
1317,2014-08-10,928.19
1318,2014-08-11,929.92
1319,2014-08-12,927.47
1320,2014-08-13,928.57
1321,2014-08-14,927.38
1322,2014-08-15,926.94
1323,2014-08-16,929.48
1324,2014-08-17,929.21
1325,2014-08-18,928.69
1326,2014-08-19,929.23
1327,2014-08-20,929.55
1328,2014-08-21,930.8
1329,2014-08-22,929.18
1330,2014-08-23,928.59
1331,2014-08-24,928.51
1332,2014-08-25,927.74
1333,2014-08-26,929.44
1334,2014-08-27,929.52
1335,2014-08-28,931.35
1336,2014-08-29,929.76
1337,2014-08-30,930.19
1338,2014-08-31,928.97
1339,2014-09-01,931.4
1340,2014-09-02,929.86
1341,2014-09-03,929.83
1342,2014-09-04,931.12
1343,2014-09-05,931.23
1344,2014-09-06,931.5
1345,2014-09-07,930.38
1346,2014-09-08,928.58
1347,2014-09-09,930.47
1348,2014-09-10,928.47
1349,2014-09-11,929.82
1350,2014-09-12,930.95
1351,2014-09-13,930.32
1352,2014-09-14,929.63
1353,2014-09-15,930.7
1354,2014-09-16,930.73
1355,2014-09-17,930.59
1356,2014-09-18,930.37
1357,2014-09-19,930.74
1358,2014-09-20,930.3
1359,2014-09-21,929.96
1360,2014-09-22,931.32
1361,2014-09-23,930.67
1362,2014-09-24,932.11
1363,2014-09-25,932.81
1364,2014-09-26,931.46
1365,2014-09-27,931.03
1366,2014-09-28,931.51
1367,2014-09-29,931.35
1368,2014-09-30,930.67
1369,2014-10-01,930.17
1370,2014-10-02,930.25
1371,2014-10-03,930.31
1372,2014-10-04,930.49
1373,2014-10-05,929.39
1374,2014-10-06,928.89
1375,2014-10-07,930.24
1376,2014-10-08,930.25
1377,2014-10-09,930.71
1378,2014-10-10,929.43
1379,2014-10-11,930.38
1380,2014-10-12,929.86
1381,2014-10-13,929.64
1382,2014-10-14,930.19
1383,2014-10-15,931.84
1384,2014-10-16,929.85
1385,2014-10-17,930.49
1386,2014-10-18,929.82
1387,2014-10-19,930.29
1388,2014-10-20,930.62
1389,2014-10-21,929.79
1390,2014-10-22,931.74
1391,2014-10-23,932.12
1392,2014-10-24,928.94
1393,2014-10-25,931.45
1394,2014-10-26,931.97
1395,2014-10-27,931.82
1396,2014-10-28,932.01
1397,2014-10-29,930.68
1398,2014-10-30,931.85
1399,2014-10-31,931.85
1400,2014-11-01,931.21
1401,2014-11-02,931.95
1402,2014-11-03,931.34
1403,2014-11-04,931.02
1404,2014-11-05,932.45
1405,2014-11-06,932.31
1406,2014-11-07,930.07
1407,2014-11-08,930.25
1408,2014-11-09,930.64
1409,2014-11-10,932.53
1410,2014-11-11,931.31
1411,2014-11-12,931.56
1412,2014-11-13,932.32
1413,2014-11-14,931.93
1414,2014-11-15,932.01
1415,2014-11-16,930.99
1416,2014-11-17,932.66
1417,2014-11-18,932.22
1418,2014-11-19,924.08
1419,2014-11-20,927.0
1420,2014-11-21,931.13
1421,2014-11-22,931.05
1422,2014-11-23,931.15
1423,2014-11-24,931.16
1424,2014-11-25,932.01
1425,2014-11-26,931.55
1426,2014-11-27,931.86
1427,2014-11-28,931.76
1428,2014-11-29,931.75
1429,2014-11-30,931.71
1430,2014-12-01,932.09
1431,2014-12-02,931.72
1432,2014-12-03,931.62
1433,2014-12-04,931.91
1434,2014-12-05,932.15
1435,2014-12-06,932.32
1436,2014-12-07,932.1
1437,2014-12-08,932.29
1438,2014-12-09,932.11
1439,2014-12-10,931.94
1440,2014-12-11,931.77
1441,2014-12-12,931.94
1442,2014-12-13,931.85
1443,2014-12-14,931.14
1444,2014-12-15,931.75
1445,2014-12-16,932.05
1446,2014-12-17,931.36
1447,2014-12-18,930.87
1448,2014-12-19,932.41
1449,2014-12-20,932.17
1450,2014-12-21,932.15
1451,2014-12-22,931.41
1452,2014-12-23,931.99
1453,2014-12-24,931.23
1454,2014-12-25,931.62
1455,2014-12-26,931.51
1456,2014-12-27,931.65
1457,2014-12-28,931.36
1458,2014-12-29,931.37
1459,2014-12-30,931.59
1460,2014-12-31,931.46
1461,2015-01-01,932.03
1462,2015-01-02,932.1
1463,2015-01-03,931.95
1464,2015-01-04,930.76
1465,2015-01-05,932.23
1466,2015-01-06,931.04
1467,2015-01-07,931.27
1468,2015-01-08,930.22
1469,2015-01-09,930.9
1470,2015-01-10,931.28
1471,2015-01-11,931.83
1472,2015-01-12,931.89
1473,2015-01-13,932.12
1474,2015-01-14,932.82
1475,2015-01-15,931.93
1476,2015-01-16,931.89
1477,2015-01-17,931.93
1478,2015-01-18,930.77
1479,2015-01-19,931.45
1480,2015-01-20,931.53
1481,2015-01-21,931.7
1482,2015-01-22,931.21
1483,2015-01-23,931.4
1484,2015-01-24,931.33
1485,2015-01-25,931.21
1486,2015-01-26,931.8
1487,2015-01-27,931.5
1488,2015-01-28,930.41
1489,2015-01-29,931.48
1490,2015-01-30,930.94
1491,2015-01-31,931.06
1492,2015-02-01,932.09
1493,2015-02-02,932.16
1494,2015-02-03,932.42
1495,2015-02-04,932.42
1496,2015-02-05,932.42
1497,2015-02-06,933.45
1498,2015-02-07,932.89
1499,2015-02-08,932.53
1500,2015-02-09,932.82
1501,2015-02-10,928.88
1502,2015-02-11,929.09
1503,2015-02-12,931.63
1504,2015-02-13,931.63
1505,2015-02-14,931.37
1506,2015-02-15,932.4
1507,2015-02-16,932.09
1508,2015-02-17,933.42
1509,2015-02-18,930.42
1510,2015-02-19,933.29
1511,2015-02-20,931.48
1512,2015-02-21,933.1
1513,2015-02-22,930.51
1514,2015-02-23,930.25
1515,2015-02-24,928.75
1516,2015-02-25,931.56
1517,2015-02-26,932.19
1518,2015-02-27,931.54
1519,2015-02-28,929.72
1520,2015-03-01,927.99
1521,2015-03-02,932.19
1522,2015-03-03,927.9
1523,2015-03-04,928.46
1524,2015-03-05,929.18
1525,2015-03-06,926.87
1526,2015-03-07,927.5
1527,2015-03-08,926.12
1528,2015-03-09,929.87
1529,2015-03-10,927.92
1530,2015-03-11,928.72
1531,2015-03-12,928.93
1532,2015-03-13,928.67
1533,2015-03-14,928.75
1534,2015-03-15,927.45
1535,2015-03-16,926.98
1536,2015-03-17,927.93
1537,2015-03-18,926.28
1538,2015-03-19,927.53
1539,2015-03-20,928.28
1540,2015-03-21,927.1
1541,2015-03-22,928.53
1542,2015-03-23,928.75
1543,2015-03-24,929.89
1544,2015-03-25,926.29
1545,2015-03-26,926.83
1546,2015-03-27,926.08
1547,2015-03-28,929.85
1548,2015-03-29,930.22
1549,2015-03-30,931.09
1550,2015-03-31,933.59
1551,2015-04-01,932.81
1552,2015-04-02,932.51
1553,2015-04-03,932.95
1554,2015-04-04,932.46
1555,2015-04-05,932.71
1556,2015-04-06,932.16
1557,2015-04-07,929.89
1558,2015-04-08,930.11
1559,2015-04-09,930.47
1560,2015-04-10,930.85
1561,2015-04-11,930.69
1562,2015-04-12,930.59
1563,2015-04-13,932.18
1564,2015-04-14,930.79
1565,2015-04-15,930.34
1566,2015-04-16,929.59
1567,2015-04-17,929.92
1568,2015-04-18,927.67
1569,2015-04-19,926.98
1570,2015-04-20,929.57
1571,2015-04-21,931.33
1572,2015-04-22,928.29
1573,2015-04-23,928.29
1574,2015-04-24,928.94
1575,2015-04-25,929.35
1576,2015-04-26,929.37
1577,2015-04-27,929.08
1578,2015-04-28,927.38
1579,2015-04-29,929.43
1580,2015-04-30,927.79
1581,2015-05-01,927.47
1582,2015-05-02,927.89
1583,2015-05-03,927.68
1584,2015-05-04,927.79
1585,2015-05-05,927.68
1586,2015-05-06,929.82
1587,2015-05-07,926.59
1588,2015-05-08,928.43
1589,2015-05-09,929.73
1590,2015-05-10,928.34
1591,2015-05-11,927.99
1592,2015-05-12,926.78
1593,2015-05-13,928.53
1594,2015-05-14,928.87
1595,2015-05-15,927.37
1596,2015-05-16,926.02
1597,2015-05-17,927.24
1598,2015-05-18,927.57
1599,2015-05-19,928.98
1600,2015-05-20,928.14
1601,2015-05-21,926.36
1602,2015-05-22,927.13
1603,2015-05-23,931.06
1604,2015-05-24,931.08
1605,2015-05-25,927.45
1606,2015-05-26,927.67
1607,2015-05-27,926.34
1608,2015-05-28,928.04
1609,2015-05-29,927.93
1610,2015-05-30,929.56
1611,2015-05-31,925.97
1612,2015-06-01,926.94
1613,2015-06-02,928.65
1614,2015-06-03,927.44
1615,2015-06-04,927.68
1616,2015-06-05,926.85
1617,2015-06-06,925.87
1618,2015-06-07,926.75
1619,2015-06-08,926.7
1620,2015-06-09,928.42
1621,2015-06-10,927.6
1622,2015-06-11,926.14
1623,2015-06-12,927.58
1624,2015-06-13,926.48
1625,2015-06-14,927.75
1626,2015-06-15,929.04
1627,2015-06-16,928.49
1628,2015-06-17,928.19
1629,2015-06-18,927.5
1630,2015-06-19,926.18
1631,2015-06-20,926.36
1632,2015-06-21,927.0
1633,2015-06-22,927.4
1634,2015-06-23,927.72
1635,2015-06-24,928.4
1636,2015-06-25,927.06
1637,2015-06-26,926.93
1638,2015-06-27,928.02
1639,2015-06-28,926.93
1640,2015-06-29,926.86
1641,2015-06-30,927.78
1642,2015-07-01,927.31
1643,2015-07-02,927.31
1644,2015-07-03,927.36
1645,2015-07-04,927.44
1646,2015-07-05,926.55
1647,2015-07-06,927.05
1648,2015-07-07,926.82
1649,2015-07-08,926.39
1650,2015-07-09,927.45
1651,2015-07-10,927.4
1652,2015-07-11,926.16
1653,2015-07-12,927.8
1654,2015-07-13,926.72
1655,2015-07-14,928.7
1656,2015-07-15,926.71
1657,2015-07-16,926.34
1658,2015-07-17,927.12
1659,2015-07-18,926.28
1660,2015-07-19,925.87
1661,2015-07-20,926.73
1662,2015-07-21,926.63
1663,2015-07-22,925.61
1664,2015-07-23,923.13
1665,2015-07-24,923.28
1666,2015-07-25,924.46
1667,2015-07-26,924.77
1668,2015-07-27,925.29
1669,2015-07-28,924.05
1670,2015-07-29,923.94
1671,2015-07-30,922.5
1672,2015-07-31,922.61
1673,2015-08-01,922.77
1674,2015-08-02,924.47
1675,2015-08-03,922.44
1676,2015-08-04,922.59
1677,2015-08-05,923.62
1678,2015-08-06,925.03
1679,2015-08-07,923.06
1680,2015-08-08,925.65
1681,2015-08-09,922.94
1682,2015-08-10,923.49
1683,2015-08-11,922.8
1684,2015-08-12,921.38
1685,2015-08-13,922.89
1686,2015-08-14,923.1
1687,2015-08-15,922.06
1688,2015-08-16,924.11
1689,2015-08-17,921.6
1690,2015-08-18,922.03
1691,2015-08-19,922.54
1692,2015-08-20,922.03
1693,2015-08-21,923.38
1694,2015-08-22,922.39
1695,2015-08-23,923.94
1696,2015-08-24,924.59
1697,2015-08-25,923.97
1698,2015-08-26,923.8
1699,2015-08-27,924.6
1700,2015-08-28,926.28
1701,2015-08-29,926.46
1702,2015-08-30,925.05
1703,2015-08-31,926.37
1704,2015-09-01,923.45
1705,2015-09-02,922.52
1706,2015-09-03,922.67
1707,2015-09-04,924.76
1708,2015-09-05,923.64
1709,2015-09-06,921.85
1710,2015-09-07,923.17
1711,2015-09-08,923.25
1712,2015-09-09,922.84
1713,2015-09-10,923.85
1714,2015-09-11,925.82
1715,2015-09-12,925.95
1716,2015-09-13,925.59
1717,2015-09-14,925.44
1718,2015-09-15,926.21
1719,2015-09-16,926.56
1720,2015-09-17,923.81
1721,2015-09-18,925.88
1722,2015-09-19,927.85
1723,2015-09-20,927.94
1724,2015-09-21,926.4
1725,2015-09-22,924.14
1726,2015-09-23,927.96
1727,2015-09-24,926.8
1728,2015-09-25,925.44
1729,2015-09-26,925.81
1730,2015-09-27,928.26
1731,2015-09-28,927.5
1732,2015-09-29,927.16
1733,2015-09-30,927.36
1734,2015-10-01,927.78
1735,2015-10-02,926.42
1736,2015-10-03,927.9
1737,2015-10-04,926.39
1738,2015-10-05,926.8
1739,2015-10-06,927.95
1740,2015-10-07,927.94
1741,2015-10-08,927.61
1742,2015-10-09,927.39
1743,2015-10-10,927.18
1744,2015-10-11,927.68
1745,2015-10-12,927.01
1746,2015-10-13,927.76
1747,2015-10-14,927.33
1748,2015-10-15,926.83
1749,2015-10-16,927.77
1750,2015-10-17,928.14
1751,2015-10-18,928.86
1752,2015-10-19,927.66
1753,2015-10-20,928.26
1754,2015-10-21,927.7
1755,2015-10-22,927.52
1756,2015-10-23,927.3
1757,2015-10-24,928.49
1758,2015-10-25,927.06
1759,2015-10-26,927.97
1760,2015-10-27,928.38
1761,2015-10-28,926.75
1762,2015-10-29,927.24
1763,2015-10-30,927.77
1764,2015-10-31,927.14
1765,2015-11-01,926.55
1766,2015-11-02,926.87
1767,2015-11-03,928.3
1768,2015-11-04,929.53
1769,2015-11-05,930.41
1770,2015-11-06,928.75
1771,2015-11-07,928.27
1772,2015-11-08,929.82
1773,2015-11-09,929.31
1774,2015-11-10,929.62
1775,2015-11-11,928.96
1776,2015-11-12,928.0
1777,2015-11-13,928.0
1778,2015-11-14,928.61
1779,2015-11-15,931.03
1780,2015-11-16,933.01
1781,2015-11-17,929.73
1782,2015-11-18,933.09
1783,2015-11-19,932.04
1784,2015-11-20,933.21
1785,2015-11-21,933.37
1786,2015-11-22,933.35
1787,2015-11-23,933.34
1788,2015-11-24,933.34
1789,2015-11-25,932.98
1790,2015-11-26,933.16
1791,2015-11-27,932.48
1792,2015-11-28,932.86
1793,2015-11-29,931.81
1794,2015-11-30,931.22
1795,2015-12-01,931.6
1796,2015-12-02,932.58
1797,2015-12-03,933.12
1798,2015-12-04,933.37
1799,2015-12-05,933.27
1800,2015-12-06,933.45
1801,2015-12-07,932.09
1802,2015-12-08,929.49
1803,2015-12-09,933.45
1804,2015-12-10,930.99
1805,2015-12-11,932.83
1806,2015-12-12,932.8
1807,2015-12-13,933.16
1808,2015-12-14,931.74
1809,2015-12-15,929.69
1810,2015-12-16,931.35
1811,2015-12-17,932.03
1812,2015-12-18,929.74
1813,2015-12-19,929.72
1814,2015-12-20,931.09
1815,2015-12-21,927.98
1816,2015-12-22,929.76
1817,2015-12-23,931.59
1818,2015-12-24,930.58
1819,2015-12-25,931.82
1820,2015-12-26,931.66
1821,2015-12-27,931.6
1822,2015-12-28,930.62
1823,2015-12-29,930.36
1824,2015-12-30,931.47
1825,2015-12-31,931.14
1826,2016-01-01,931.48
1827,2016-01-02,931.35
1828,2016-01-03,931.4
1829,2016-01-04,931.34
1830,2016-01-05,932.05
1831,2016-01-06,932.36
1832,2016-01-07,931.78
1833,2016-01-08,931.63
1834,2016-01-09,930.98
1835,2016-01-10,931.36
1836,2016-01-11,931.34
1837,2016-01-12,931.86
1838,2016-01-13,931.26
1839,2016-01-14,930.77
1840,2016-01-15,930.87
1841,2016-01-16,931.6
1842,2016-01-17,931.52
1843,2016-01-18,930.77
1844,2016-01-19,931.44
1845,2016-01-20,931.63
1846,2016-01-21,931.46
1847,2016-01-22,931.25
1848,2016-01-23,931.4
1849,2016-01-24,931.56
1850,2016-01-25,931.67
1851,2016-01-26,931.7
1852,2016-01-27,930.68
1853,2016-01-28,932.6
1854,2016-01-29,932.89
1855,2016-01-30,931.44
1856,2016-01-31,930.69
1857,2016-02-01,933.09
1858,2016-02-02,932.38
1859,2016-02-03,932.28
1860,2016-02-04,931.59
1861,2016-02-05,932.1
1862,2016-02-06,932.09
1863,2016-02-07,931.88
1864,2016-02-08,932.25
1865,2016-02-09,931.73
1866,2016-02-10,932.23
1867,2016-02-11,932.23
1868,2016-02-12,931.05
1869,2016-02-13,931.97
1870,2016-02-14,931.16
1871,2016-02-15,931.49
1872,2016-02-16,931.18
1873,2016-02-17,931.21
1874,2016-02-18,931.24
1875,2016-02-19,931.34
1876,2016-02-20,931.36
1877,2016-02-21,931.08
1878,2016-02-22,932.12
1879,2016-02-23,929.76
1880,2016-02-24,930.81
1881,2016-02-25,931.49
1882,2016-02-26,931.36
1883,2016-02-27,931.58
1884,2016-02-28,931.4
1885,2016-02-29,931.65
1886,2016-03-01,931.84
1887,2016-03-02,932.28
1888,2016-03-03,931.23
1889,2016-03-04,931.0
1890,2016-03-05,931.03
1891,2016-03-06,930.41
1892,2016-03-07,931.61
1893,2016-03-08,932.16
1894,2016-03-09,931.9
1895,2016-03-10,932.12
1896,2016-03-11,932.0
1897,2016-03-12,932.4
1898,2016-03-13,932.18
1899,2016-03-14,931.78
1900,2016-03-15,930.78
1901,2016-03-16,931.1
1902,2016-03-17,931.32
1903,2016-03-18,931.1
1904,2016-03-19,930.42
1905,2016-03-20,931.04
1906,2016-03-21,930.88
1907,2016-03-22,931.1
1908,2016-03-23,931.65
1909,2016-03-24,931.89
1910,2016-03-25,930.96
1911,2016-03-26,931.29
1912,2016-03-27,931.37
1913,2016-03-28,931.24
1914,2016-03-29,931.35
1915,2016-03-30,930.84
1916,2016-03-31,931.44
1917,2016-04-01,931.89
1918,2016-04-02,930.07
1919,2016-04-03,930.46
1920,2016-04-04,932.81
1921,2016-04-05,928.54
1922,2016-04-06,931.55
1923,2016-04-07,931.57
1924,2016-04-08,932.11
1925,2016-04-09,934.22
1926,2016-04-10,933.84
1927,2016-04-11,932.22
1928,2016-04-12,932.71
1929,2016-04-13,932.1
1930,2016-04-14,931.87
1931,2016-04-15,931.94
1932,2016-04-16,931.88
1933,2016-04-17,931.47
1934,2016-04-18,931.77
1935,2016-04-19,931.48
1936,2016-04-20,928.89
1937,2016-04-21,929.55
1938,2016-04-22,930.03
1939,2016-04-23,932.14
1940,2016-04-24,932.07
1941,2016-04-25,931.47
1942,2016-04-26,931.19
1943,2016-04-27,931.06
1944,2016-04-28,929.76
1945,2016-04-29,928.86
1946,2016-04-30,928.76
1947,2016-05-01,929.72
1948,2016-05-02,929.07
1949,2016-05-03,929.33
1950,2016-05-04,929.3
1951,2016-05-05,928.34
1952,2016-05-06,929.16
1953,2016-05-07,929.35
1954,2016-05-08,929.23
1955,2016-05-09,931.19
1956,2016-05-10,928.43
1957,2016-05-11,930.13
1958,2016-05-12,928.99
1959,2016-05-13,928.54
1960,2016-05-14,928.8
1961,2016-05-15,930.99
1962,2016-05-16,929.7
1963,2016-05-17,929.64
1964,2016-05-18,929.29
1965,2016-05-19,928.89
1966,2016-05-20,929.5
1967,2016-05-21,929.45
1968,2016-05-22,929.08
1969,2016-05-23,929.31
1970,2016-05-24,929.38
1971,2016-05-25,929.47
1972,2016-05-26,929.27
1973,2016-05-27,928.95
1974,2016-05-28,929.29
1975,2016-05-29,929.51
1976,2016-05-30,929.58
1977,2016-05-31,929.11
1978,2016-06-01,929.78
1979,2016-06-02,929.01
1980,2016-06-03,929.61
1981,2016-06-04,928.71
1982,2016-06-05,928.99
1983,2016-06-06,928.09
1984,2016-06-07,928.42
1985,2016-06-08,928.54
1986,2016-06-09,931.98
1987,2016-06-10,929.56
1988,2016-06-11,929.33
1989,2016-06-12,927.97
1990,2016-06-13,927.69
1991,2016-06-14,917.43
1992,2016-06-15,910.09
1993,2016-06-16,916.96
1994,2016-06-17,927.14
1995,2016-06-18,931.15
1996,2016-06-19,929.42
1997,2016-06-20,928.31
1998,2016-06-21,928.38
1999,2016-06-22,929.32
2000,2016-06-23,928.35
2001,2016-06-24,929.03
2002,2016-06-25,929.09
2003,2016-06-26,930.69
2004,2016-06-27,927.35
2005,2016-06-28,928.25
2006,2016-06-29,928.29
2007,2016-06-30,929.37
2008,2016-07-01,928.19
2009,2016-07-02,928.37
2010,2016-07-03,929.91
2011,2016-07-04,929.33
2012,2016-07-05,929.76
2013,2016-07-06,929.16
2014,2016-07-07,929.97
2015,2016-07-08,926.93
2016,2016-07-09,927.04
2017,2016-07-10,928.69
2018,2016-07-11,928.13
2019,2016-07-12,928.41
2020,2016-07-13,928.73
2021,2016-07-14,928.73
2022,2016-07-15,925.16
2023,2016-07-16,925.51
2024,2016-07-17,927.12
2025,2016-07-18,927.17
2026,2016-07-19,927.37
2027,2016-07-20,927.52
2028,2016-07-21,926.54
2029,2016-07-22,925.48
2030,2016-07-23,926.44
2031,2016-07-24,927.46
2032,2016-07-25,925.98
2033,2016-07-26,925.92
2034,2016-07-27,927.23
2035,2016-07-28,927.13
2036,2016-07-29,925.83
2037,2016-07-30,925.53
2038,2016-07-31,925.71
2039,2016-08-01,925.03
2040,2016-08-02,924.63
2041,2016-08-03,924.82
2042,2016-08-04,927.09
2043,2016-08-05,925.1
2044,2016-08-06,926.98
2045,2016-08-07,924.62
2046,2016-08-08,925.28
2047,2016-08-09,926.59
2048,2016-08-10,925.45
2049,2016-08-11,926.52
2050,2016-08-12,925.41
2051,2016-08-13,925.19
2052,2016-08-14,924.71
2053,2016-08-15,926.51
2054,2016-08-16,929.01
2055,2016-08-17,926.8
2056,2016-08-18,925.65
2057,2016-08-19,925.94
2058,2016-08-20,925.32
2059,2016-08-21,926.28
2060,2016-08-22,926.23
2061,2016-08-23,927.58
2062,2016-08-24,926.69
