,datetime,UPPER_KLAMATH_LAKE_AT_RATTLESNAKE_POINT__OR.
993,2013-09-20,4138.75
994,2013-09-21,4138.73
995,2013-09-22,4138.69
996,2013-09-23,4138.73
997,2013-09-24,4138.77
998,2013-09-25,4138.8
999,2013-09-26,4138.76
1000,2013-09-27,4138.73
1001,2013-09-28,4138.64
1002,2013-09-29,4138.68
1003,2013-09-30,4138.89
1004,2013-10-01,4138.87
1005,2013-10-02,4138.9
1006,2013-10-03,4138.88
1007,2013-10-04,4138.85
1008,2013-10-05,4138.84
1009,2013-10-06,4138.85
1010,2013-10-07,4138.89
1011,2013-10-08,4138.88
1012,2013-10-09,4138.91
1013,2013-10-10,4138.88
1014,2013-10-11,4138.85
1015,2013-10-12,4138.86
1016,2013-10-13,4138.88
1017,2013-10-14,4138.88
1018,2013-10-15,4138.88
1019,2013-10-16,4138.86
1020,2013-10-17,4138.87
1021,2013-10-18,4138.88
1022,2013-10-19,4138.89
1023,2013-10-20,4138.9
1024,2013-10-21,4138.92
1025,2013-10-22,4138.92
1026,2013-10-23,4138.93
1027,2013-10-24,4138.94
1028,2013-10-25,4138.94
1029,2013-10-26,4138.95
1030,2013-10-27,4139.01
1031,2013-10-28,4139.06
1032,2013-10-29,4138.97
1033,2013-10-30,4138.96
1034,2013-10-31,4138.97
1035,2013-11-01,4138.97
1036,2013-11-02,4139.04
1037,2013-11-03,4139.0
1038,2013-11-04,4139.0
1039,2013-11-05,4138.95
1040,2013-11-06,4139.01
1041,2013-11-07,4139.03
1042,2013-11-08,4139.04
1043,2013-11-09,4139.04
1044,2013-11-10,4139.06
1045,2013-11-11,4139.06
1046,2013-11-12,4139.07
1047,2013-11-13,4139.09
1048,2013-11-14,4139.13
1049,2013-11-15,4139.14
1050,2013-11-16,4139.16
1051,2013-11-17,4139.1
1052,2013-11-18,4139.08
1053,2013-11-19,4139.07
1054,2013-11-20,4139.26
1055,2013-11-21,4139.3
1056,2013-11-22,4139.22
1057,2013-11-23,4139.22
1058,2013-11-24,4139.16
1059,2013-11-25,4139.16
1060,2013-11-26,4139.16
1061,2013-11-27,4139.18
1062,2013-11-28,4139.19
1063,2013-11-29,4139.19
1064,2013-11-30,4139.21
1065,2013-12-01,4139.22
1066,2013-12-02,4139.33
1067,2013-12-03,4139.33
1068,2013-12-04,4139.32
1069,2013-12-05,4139.3133333333335
1070,2013-12-06,4139.306666666666
1071,2013-12-07,4139.3
1072,2013-12-08,4139.3
1073,2013-12-09,4139.28
1074,2013-12-10,4139.28
1075,2013-12-11,4139.28
1076,2013-12-12,4139.29
1077,2013-12-13,4139.3
1078,2013-12-14,4139.31
1079,2013-12-15,4139.32
1080,2013-12-16,4139.33
1081,2013-12-17,4139.35
1082,2013-12-18,4139.36
1083,2013-12-19,4139.37
1084,2013-12-20,4139.39
1085,2013-12-21,4139.41
1086,2013-12-22,4139.42
1087,2013-12-23,4139.44
1088,2013-12-24,4139.46
1089,2013-12-25,4139.48
1090,2013-12-26,4139.51
1091,2013-12-27,4139.54
1092,2013-12-28,4139.56
1093,2013-12-29,4139.58
1094,2013-12-30,4139.6
1095,2013-12-31,4139.62
1096,2014-01-01,4139.63
1097,2014-01-02,4139.65
1098,2014-01-03,4139.68
1099,2014-01-04,4139.71
1100,2014-01-05,4139.72
1101,2014-01-06,4139.74
1102,2014-01-07,4139.77
1103,2014-01-08,4139.78
1104,2014-01-09,4139.8
1105,2014-01-10,4139.82
1106,2014-01-11,4139.86
1107,2014-01-12,4139.9
1108,2014-01-13,4139.93
1109,2014-01-14,4139.955
1110,2014-01-15,4139.98
1111,2014-01-16,4140.0
1112,2014-01-17,4140.03
1113,2014-01-18,4140.05
1114,2014-01-19,4140.08
1115,2014-01-20,4140.1
1116,2014-01-21,4140.12
1117,2014-01-22,4140.14
1118,2014-01-23,4140.16
1119,2014-01-24,4140.17
1120,2014-01-25,4140.19
1121,2014-01-26,4140.21
1122,2014-01-27,4140.22
1123,2014-01-28,4140.25
1124,2014-01-29,4140.3
1125,2014-01-30,4140.33
1126,2014-01-31,4140.35
1127,2014-02-01,4140.37
1128,2014-02-02,4140.4
1129,2014-02-03,4140.43
1130,2014-02-04,4140.43
1131,2014-02-05,4140.44
1132,2014-02-06,4140.43
1133,2014-02-07,4140.43
1134,2014-02-08,4140.48
1135,2014-02-09,4140.56
1136,2014-02-10,4140.59
1137,2014-02-11,4140.59
1138,2014-02-12,4140.63
1139,2014-02-13,4140.77
1140,2014-02-14,4140.87
1141,2014-02-15,4140.95
1142,2014-02-16,4141.1
1143,2014-02-17,4141.12
1144,2014-02-18,4141.19
1145,2014-02-19,4141.32
1146,2014-02-20,4141.3
1147,2014-02-21,4141.35
1148,2014-02-22,4141.37
1149,2014-02-23,4141.39
1150,2014-02-24,4141.41
1151,2014-02-25,4141.44
1152,2014-02-26,4141.43
1153,2014-02-27,4141.48
1154,2014-02-28,4141.53
1155,2014-03-01,4141.52
1156,2014-03-02,4141.49
1157,2014-03-03,4141.52
1158,2014-03-04,4141.56
1159,2014-03-05,4141.55
1160,2014-03-06,4141.67
1161,2014-03-07,4141.7
1162,2014-03-08,4141.71
1163,2014-03-09,4141.71
1164,2014-03-10,4141.93
1165,2014-03-11,4141.89
1166,2014-03-12,4141.92
1167,2014-03-13,4141.97
1168,2014-03-14,4142.01
1169,2014-03-15,4142.02
1170,2014-03-16,4142.06
1171,2014-03-17,4142.16
1172,2014-03-18,4142.09
1173,2014-03-19,4142.11
1174,2014-03-20,4142.12
1175,2014-03-21,4142.14
1176,2014-03-22,4142.11
1177,2014-03-23,4142.1
1178,2014-03-24,4142.08
1179,2014-03-25,4142.03
1180,2014-03-26,4142.07
1181,2014-03-27,4142.09
1182,2014-03-28,4142.06
1183,2014-03-29,4142.19
1184,2014-03-30,4142.21
1185,2014-03-31,4142.1
1186,2014-04-01,4142.24
1187,2014-04-02,4142.28
1188,2014-04-03,4142.24
1189,2014-04-04,4142.3
1190,2014-04-05,4142.32
1191,2014-04-06,4142.34
1192,2014-04-07,4142.35
1193,2014-04-08,4142.36
1194,2014-04-09,4142.37
1195,2014-04-10,4142.38
1196,2014-04-11,4142.39
1197,2014-04-12,4142.42
1198,2014-04-13,4142.37
1199,2014-04-14,4142.37
1200,2014-04-15,4142.41
1201,2014-04-16,4142.38
1202,2014-04-17,4142.39
1203,2014-04-18,4142.33
1204,2014-04-19,4142.36
1205,2014-04-20,4142.3
1206,2014-04-21,4142.23
1207,2014-04-22,4142.36
1208,2014-04-23,4142.2
1209,2014-04-24,4142.21
1210,2014-04-25,4142.27
1211,2014-04-26,4142.24
1212,2014-04-27,4142.25
1213,2014-04-28,4142.21
1214,2014-04-29,4142.2
1215,2014-04-30,4142.19
1216,2014-05-01,4142.19
1217,2014-05-02,4142.18
1218,2014-05-03,4142.18
1219,2014-05-04,4142.15
1220,2014-05-05,4142.18
1221,2014-05-06,4142.18
1222,2014-05-07,4142.11
1223,2014-05-08,4142.04
1224,2014-05-09,4142.13
1225,2014-05-10,4142.12
1226,2014-05-11,4142.05
1227,2014-05-12,4142.04
1228,2014-05-13,4142.02
1229,2014-05-14,4142.01
1230,2014-05-15,4142.0
1231,2014-05-16,4142.0
1232,2014-05-17,4141.97
1233,2014-05-18,4141.96
1234,2014-05-19,4141.88
1235,2014-05-20,4141.95
1236,2014-05-21,4141.92
1237,2014-05-22,4141.86
1238,2014-05-23,4141.86
1239,2014-05-24,4141.83
1240,2014-05-25,4141.83
1241,2014-05-26,4141.8
1242,2014-05-27,4141.8
1243,2014-05-28,4141.75
1244,2014-05-29,4141.68
1245,2014-05-30,4141.66
1246,2014-05-31,4141.62
1247,2014-06-01,4141.58
1248,2014-06-02,4141.57
1249,2014-06-03,4141.52
1250,2014-06-04,4141.47
1251,2014-06-05,4141.45
1252,2014-06-06,4141.43
1253,2014-06-07,4141.38
1254,2014-06-08,4141.32
1255,2014-06-09,4141.32
1256,2014-06-10,4141.26
1257,2014-06-11,4141.22
1258,2014-06-12,4141.23
1259,2014-06-13,4141.16
1260,2014-06-14,4141.06
1261,2014-06-15,4141.05
1262,2014-06-16,4141.05
1263,2014-06-17,4140.94
1264,2014-06-18,4140.87
1265,2014-06-19,4140.84
1266,2014-06-20,4140.81
1267,2014-06-21,4140.77
1268,2014-06-22,4140.72
1269,2014-06-23,4140.71
1270,2014-06-24,4140.64
1271,2014-06-25,4140.57
1272,2014-06-26,4140.58
1273,2014-06-27,4140.53
1274,2014-06-28,4140.51
1275,2014-06-29,4140.47
1276,2014-06-30,4140.44
1277,2014-07-01,4140.41
1278,2014-07-02,4140.38
1279,2014-07-03,4140.33
1280,2014-07-04,4140.28
1281,2014-07-05,4140.23
1282,2014-07-06,4140.21
1283,2014-07-07,4140.2
1284,2014-07-08,4140.14
1285,2014-07-09,4140.07
1286,2014-07-10,4140.06
1287,2014-07-11,4140.02
1288,2014-07-12,4140.0
1289,2014-07-13,4140.0
1290,2014-07-14,4139.95
1291,2014-07-15,4139.91
1292,2014-07-16,4139.87
1293,2014-07-17,4139.83
1294,2014-07-18,4139.78
1295,2014-07-19,4139.75
1296,2014-07-20,4139.71
1297,2014-07-21,4139.6
1298,2014-07-22,4139.56
1299,2014-07-23,4139.56
1300,2014-07-24,4139.53
1301,2014-07-25,4139.48
1302,2014-07-26,4139.43
1303,2014-07-27,4139.39
1304,2014-07-28,4139.35
1305,2014-07-29,4139.3
1306,2014-07-30,4139.27
1307,2014-07-31,4139.25
1308,2014-08-01,4139.23
1309,2014-08-02,4139.19
1310,2014-08-03,4139.18
1311,2014-08-04,4139.14
1312,2014-08-05,4139.12
1313,2014-08-06,4139.1
1314,2014-08-07,4139.08
1315,2014-08-08,4139.06
1316,2014-08-09,4139.04
1317,2014-08-10,4138.98
1318,2014-08-11,4138.96
1319,2014-08-12,4138.94
1320,2014-08-13,4138.96
1321,2014-08-14,4138.94
1322,2014-08-15,4138.93
1323,2014-08-16,4138.92
1324,2014-08-17,4138.92
1325,2014-08-18,4138.91
1326,2014-08-19,4138.92
1327,2014-08-20,4138.88
1328,2014-08-21,4138.83
1329,2014-08-22,4138.81
1330,2014-08-23,4138.78
1331,2014-08-24,4138.76
1332,2014-08-25,4138.73
1333,2014-08-26,4138.68
1334,2014-08-27,4138.65
1335,2014-08-28,4138.62
1336,2014-08-29,4138.62
1337,2014-08-30,4138.58
1338,2014-08-31,4138.56
1339,2014-09-01,4138.51
1340,2014-09-02,4138.52
1341,2014-09-03,4138.46
1342,2014-09-04,4138.44
1343,2014-09-05,4138.41
1344,2014-09-06,4138.36
1345,2014-09-07,4138.32
1346,2014-09-08,4138.32
1347,2014-09-09,4138.28
1348,2014-09-10,4138.25
1349,2014-09-11,4138.3
1350,2014-09-12,4138.21
1351,2014-09-13,4138.18
1352,2014-09-14,4138.17
1353,2014-09-15,4138.11
1354,2014-09-16,4138.11
1355,2014-09-17,4138.02
1356,2014-09-18,4138.08
1357,2014-09-19,4138.08
1358,2014-09-20,4138.08
1359,2014-09-21,4138.08
1360,2014-09-22,4138.03
1361,2014-09-23,4137.94
1362,2014-09-24,4137.93
1363,2014-09-25,4138.02
1364,2014-09-26,4138.12
1365,2014-09-27,4138.19
1366,2014-09-28,4138.15
1367,2014-09-29,4138.15
1368,2014-09-30,4138.19
1369,2014-10-01,4138.14
1370,2014-10-02,4138.12
1371,2014-10-03,4138.13
1372,2014-10-04,4138.14
1373,2014-10-05,4138.15
1374,2014-10-06,4138.16
1375,2014-10-07,4138.17
1376,2014-10-08,4138.16
1377,2014-10-09,4138.13
1378,2014-10-10,4138.11
1379,2014-10-11,4138.12
1380,2014-10-12,4138.07
1381,2014-10-13,4138.04
1382,2014-10-14,4137.99
1383,2014-10-15,4138.0
1384,2014-10-16,4138.02
1385,2014-10-17,4137.98
1386,2014-10-18,4138.05
1387,2014-10-19,4138.04
1388,2014-10-20,4138.04
1389,2014-10-21,4138.04
1390,2014-10-22,4137.97
1391,2014-10-23,4137.9
1392,2014-10-24,4138.08
1393,2014-10-25,4137.86
1394,2014-10-26,4138.2
1395,2014-10-27,4138.21
1396,2014-10-28,4138.21
1397,2014-10-29,4138.22
1398,2014-10-30,4138.25
1399,2014-10-31,4138.24
1400,2014-11-01,4138.41
1401,2014-11-02,4138.34
1402,2014-11-03,4138.32
1403,2014-11-04,4138.31
1404,2014-11-05,4138.35
1405,2014-11-06,4138.36
1406,2014-11-07,4138.37
1407,2014-11-08,4138.37
1408,2014-11-09,4138.42
1409,2014-11-10,4138.42
1410,2014-11-11,4138.49
1411,2014-11-12,4138.49
1412,2014-11-13,4138.4
1413,2014-11-14,4138.46
1414,2014-11-15,4138.53
1415,2014-11-16,4138.48
1416,2014-11-17,4138.45
1417,2014-11-18,4138.45
1418,2014-11-19,4138.43
1419,2014-11-20,4138.48
1420,2014-11-21,4138.41
1421,2014-11-22,4138.66
1422,2014-11-23,4138.62
1423,2014-11-24,4138.68
1424,2014-11-25,4138.69
1425,2014-11-26,4138.71
1426,2014-11-27,4138.72
1427,2014-11-28,4138.68
1428,2014-11-29,4138.82
1429,2014-11-30,4138.89
1430,2014-12-01,4138.84
1431,2014-12-02,4138.88
1432,2014-12-03,4138.9
1433,2014-12-04,4138.93
1434,2014-12-05,4138.9
1435,2014-12-06,4138.97
1436,2014-12-07,4139.01
1437,2014-12-08,4139.01
1438,2014-12-09,4139.02
1439,2014-12-10,4138.95
1440,2014-12-11,4138.85
1441,2014-12-12,4139.22
1442,2014-12-13,4139.26
1443,2014-12-14,4139.27
1444,2014-12-15,4139.26
1445,2014-12-16,4139.3
1446,2014-12-17,4139.35
1447,2014-12-18,4139.35
1448,2014-12-19,4139.41
1449,2014-12-20,4139.42
1450,2014-12-21,4139.72
1451,2014-12-22,4139.86
1452,2014-12-23,4139.92
1453,2014-12-24,4140.13
1454,2014-12-25,4140.2
1455,2014-12-26,4140.19
1456,2014-12-27,4140.24
1457,2014-12-28,4140.38
1458,2014-12-29,4140.4
1459,2014-12-30,4140.53
1460,2014-12-31,4140.41
1461,2015-01-01,4140.41
1462,2015-01-02,4140.42
1463,2015-01-03,4140.45
1464,2015-01-04,4140.47
1465,2015-01-05,4140.49
1466,2015-01-06,4140.5
1467,2015-01-07,4140.49
1468,2015-01-08,4140.49
1469,2015-01-09,4140.49
1470,2015-01-10,4140.5
1471,2015-01-11,4140.52
1472,2015-01-12,4140.54
1473,2015-01-13,4140.55
1474,2015-01-14,4140.55
1475,2015-01-15,4140.56
1476,2015-01-16,4140.58
1477,2015-01-17,4140.6
1478,2015-01-18,4140.7
1479,2015-01-19,4140.73
1480,2015-01-20,4140.77
1481,2015-01-21,4140.79
1482,2015-01-22,4140.81
1483,2015-01-23,4140.83
1484,2015-01-24,4140.86
1485,2015-01-25,4140.89
1486,2015-01-26,4140.91
1487,2015-01-27,4140.94
1488,2015-01-28,4140.96
1489,2015-01-29,4140.99
1490,2015-01-30,4141.05
1491,2015-01-31,4141.03
1492,2015-02-01,4141.03
1493,2015-02-02,4141.06
1494,2015-02-03,4141.15
1495,2015-02-04,4141.19
1496,2015-02-05,4141.08
1497,2015-02-06,4141.06
1498,2015-02-07,4141.38
1499,2015-02-08,4141.4
1500,2015-02-09,4141.52
1501,2015-02-10,4141.66
1502,2015-02-11,4141.71
1503,2015-02-12,4141.76
1504,2015-02-13,4141.81
1505,2015-02-14,4141.87
1506,2015-02-15,4141.92
1507,2015-02-16,4141.96
1508,2015-02-17,4141.97
1509,2015-02-18,4142.0
1510,2015-02-19,4142.05
1511,2015-02-20,4142.07
1512,2015-02-21,4142.1
1513,2015-02-22,4142.19
1514,2015-02-23,4142.2
1515,2015-02-24,4142.15
1516,2015-02-25,4142.19
1517,2015-02-26,4142.2
1518,2015-02-27,4142.25
1519,2015-02-28,4142.31
1520,2015-03-01,4142.3
1521,2015-03-02,4142.33
1522,2015-03-03,4142.31
1523,2015-03-04,4142.32
1524,2015-03-05,4142.33
1525,2015-03-06,4142.34
1526,2015-03-07,4142.36
1527,2015-03-08,4142.38
1528,2015-03-09,4142.39
1529,2015-03-10,4142.4
1530,2015-03-11,4142.41
1531,2015-03-12,4142.48
1532,2015-03-13,4142.49
1533,2015-03-14,4142.47
1534,2015-03-15,4142.54
1535,2015-03-16,4142.6
1536,2015-03-17,4142.65
1537,2015-03-18,4142.65
1538,2015-03-19,4142.66
1539,2015-03-20,4142.66
1540,2015-03-21,4142.68
1541,2015-03-22,4142.7
1542,2015-03-23,4142.67
1543,2015-03-24,4142.78
1544,2015-03-25,4142.76
1545,2015-03-26,4142.81
1546,2015-03-27,4142.86
1547,2015-03-28,4142.87
1548,2015-03-29,4142.88
1549,2015-03-30,4142.9
1550,2015-03-31,4142.96
1551,2015-04-01,4142.92
1552,2015-04-02,4142.88
1553,2015-04-03,4142.9
1554,2015-04-04,4142.9
1555,2015-04-05,4142.83
1556,2015-04-06,4142.69
1557,2015-04-07,4142.72
1558,2015-04-08,4142.84
1559,2015-04-09,4142.84
1560,2015-04-10,4142.84
1561,2015-04-11,4142.87
1562,2015-04-12,4142.83
1563,2015-04-13,4142.9
1564,2015-04-14,4142.93
1565,2015-04-15,4142.82
1566,2015-04-16,4142.82
1567,2015-04-17,4142.82
1568,2015-04-18,4142.83
1569,2015-04-19,4142.8
1570,2015-04-20,4142.79
1571,2015-04-21,4142.8
1572,2015-04-22,4142.78
1573,2015-04-23,4142.74
1574,2015-04-24,4142.73
1575,2015-04-25,4142.68
1576,2015-04-26,4142.64
1577,2015-04-27,4142.61
1578,2015-04-28,4142.63
1579,2015-04-29,4142.62
1580,2015-04-30,4142.56
1581,2015-05-01,4142.53
1582,2015-05-02,4142.52
1583,2015-05-03,4142.5
1584,2015-05-04,4142.5
1585,2015-05-05,4142.47
1586,2015-05-06,4142.43
1587,2015-05-07,4142.39
1588,2015-05-08,4142.36
1589,2015-05-09,4142.3
1590,2015-05-10,4142.27
1591,2015-05-11,4142.3
1592,2015-05-12,4142.29
1593,2015-05-13,4142.2
1594,2015-05-14,4142.22
1595,2015-05-15,4142.29
1596,2015-05-16,4142.21
1597,2015-05-17,4142.2
1598,2015-05-18,4142.2
1599,2015-05-19,4142.22
1600,2015-05-20,4142.23
1601,2015-05-21,4142.26
1602,2015-05-22,4142.31
1603,2015-05-23,4142.31
1604,2015-05-24,4142.3
1605,2015-05-25,4142.31
1606,2015-05-26,4142.28
1607,2015-05-27,4142.28
1608,2015-05-28,4142.26
1609,2015-05-29,4142.26
1610,2015-05-30,4142.23
1611,2015-05-31,4142.2
1612,2015-06-01,4142.21
1613,2015-06-02,4142.21
1614,2015-06-03,4142.2
1615,2015-06-04,4142.2
1616,2015-06-05,4142.18
1617,2015-06-06,4142.15
1618,2015-06-07,4142.12
1619,2015-06-08,4142.1
1620,2015-06-09,4142.07
1621,2015-06-10,4142.07
1622,2015-06-11,4142.04
1623,2015-06-12,4142.02
1624,2015-06-13,4142.02
1625,2015-06-14,4141.97
1626,2015-06-15,4141.94
1627,2015-06-16,4141.88
1628,2015-06-17,4141.84
1629,2015-06-18,4141.82
1630,2015-06-19,4141.78
1631,2015-06-20,4141.72
1632,2015-06-21,4141.71
1633,2015-06-22,4141.66
1634,2015-06-23,4141.61
1635,2015-06-24,4141.58
1636,2015-06-25,4141.54
1637,2015-06-26,4141.49
1638,2015-06-27,4141.44
1639,2015-06-28,4141.39
1640,2015-06-29,4141.37
1641,2015-06-30,4141.35
1642,2015-07-01,4141.32
1643,2015-07-02,4141.27
1644,2015-07-03,4141.23
1645,2015-07-04,4141.16
1646,2015-07-05,4141.06
1647,2015-07-06,4141.07
1648,2015-07-07,4141.02
1649,2015-07-08,4140.99
1650,2015-07-09,4140.98
1651,2015-07-10,4141.01
1652,2015-07-11,4141.0
1653,2015-07-12,4140.99
1654,2015-07-13,4141.0
1655,2015-07-14,4141.01
1656,2015-07-15,4140.99
1657,2015-07-16,4140.96
1658,2015-07-17,4140.95
1659,2015-07-18,4140.89
1660,2015-07-19,4140.86
1661,2015-07-20,4140.82
1662,2015-07-21,4140.81
1663,2015-07-22,4140.78
1664,2015-07-23,4140.71
1665,2015-07-24,4140.67
1666,2015-07-25,4140.65
1667,2015-07-26,4140.65
1668,2015-07-27,4140.56
1669,2015-07-28,4140.52
1670,2015-07-29,4140.48
1671,2015-07-30,4140.42
1672,2015-07-31,4140.4
1673,2015-08-01,4140.36
1674,2015-08-02,4140.3
1675,2015-08-03,4140.3
1676,2015-08-04,4140.3
1677,2015-08-05,4140.26
1678,2015-08-06,4140.26
1679,2015-08-07,4140.24
1680,2015-08-08,4140.18
1681,2015-08-09,4140.15
1682,2015-08-10,4140.13
1683,2015-08-11,4140.09
1684,2015-08-12,4140.03
1685,2015-08-13,4139.99
1686,2015-08-14,4140.0
1687,2015-08-15,4139.94
1688,2015-08-16,4139.93
1689,2015-08-17,4139.91
1690,2015-08-18,4139.86
1691,2015-08-19,4139.84
1692,2015-08-20,4139.8
1693,2015-08-21,4139.77
1694,2015-08-22,4139.74
1695,2015-08-23,4139.69
1696,2015-08-24,4139.65
1697,2015-08-25,4139.6
1698,2015-08-26,4139.56
1699,2015-08-27,4139.52
1700,2015-08-28,4139.44
1701,2015-08-29,4139.35
1702,2015-08-30,4139.38
1703,2015-08-31,4139.35
1704,2015-09-01,4139.32
1705,2015-09-02,4139.3
1706,2015-09-03,4139.28
1707,2015-09-04,4139.27
1708,2015-09-05,4139.18
1709,2015-09-06,4139.16
1710,2015-09-07,4139.14
1711,2015-09-08,4139.13
1712,2015-09-09,4139.1
1713,2015-09-10,4139.08
1714,2015-09-11,4139.07
1715,2015-09-12,4139.04
1716,2015-09-13,4139.02
1717,2015-09-14,4139.0
1718,2015-09-15,4138.96
1719,2015-09-16,4138.85
1720,2015-09-17,4138.91
1721,2015-09-18,4138.93
1722,2015-09-19,4138.93
1723,2015-09-20,4138.93
1724,2015-09-21,4138.92
1725,2015-09-22,4138.93
1726,2015-09-23,4138.9
1727,2015-09-24,4138.88
1728,2015-09-25,4138.88
1729,2015-09-26,4138.88
1730,2015-09-27,4138.87
1731,2015-09-28,4138.82
1732,2015-09-29,4138.78
1733,2015-09-30,4138.75
1734,2015-10-01,4138.75
1735,2015-10-02,4138.77
1736,2015-10-03,4138.76
1737,2015-10-04,4138.75
1738,2015-10-05,4138.67
1739,2015-10-06,4138.64
1740,2015-10-07,4138.61
1741,2015-10-08,4138.6
1742,2015-10-09,4138.58
1743,2015-10-10,4138.56
1744,2015-10-11,4138.54
1745,2015-10-12,4138.5
1746,2015-10-13,4138.48
1747,2015-10-14,4138.47
1748,2015-10-15,4138.46
1749,2015-10-16,4138.43
1750,2015-10-17,4138.41
1751,2015-10-18,4138.45
1752,2015-10-19,4138.45
1753,2015-10-20,4138.41
1754,2015-10-21,4138.38
1755,2015-10-22,4138.4
1756,2015-10-23,4138.34
1757,2015-10-24,4138.33
1758,2015-10-25,4138.32
1759,2015-10-26,4138.31
1760,2015-10-27,4138.29
1761,2015-10-28,4138.34
1762,2015-10-29,4138.34
1763,2015-10-30,4138.3
1764,2015-10-31,4138.31
1765,2015-11-01,4138.33
1766,2015-11-02,4138.39
1767,2015-11-03,4138.42
1768,2015-11-04,4138.34
1769,2015-11-05,4138.33
1770,2015-11-06,4138.32
1771,2015-11-07,4138.31
1772,2015-11-08,4138.31
1773,2015-11-09,4138.35
1774,2015-11-10,4138.36
1775,2015-11-11,4138.29
1776,2015-11-12,4138.34
1777,2015-11-13,4138.33
1778,2015-11-14,4138.29
1779,2015-11-15,4138.37
1780,2015-11-16,4138.33
1781,2015-11-17,4138.29
1782,2015-11-18,4138.37
1783,2015-11-19,4138.32
1784,2015-11-20,4138.4
1785,2015-11-21,4138.37
1786,2015-11-22,4138.34
1787,2015-11-23,4138.34
1788,2015-11-24,4138.42
1789,2015-11-25,4138.52
1790,2015-11-26,4138.45
1791,2015-11-27,4138.38
1792,2015-11-28,4138.32
1793,2015-11-29,4138.3
1794,2015-11-30,4138.29
1795,2015-12-01,4138.3
1796,2015-12-02,4138.35
1797,2015-12-03,4138.25
1798,2015-12-04,4138.41
1799,2015-12-05,4138.38
1800,2015-12-06,4138.38
1801,2015-12-07,4138.42
1802,2015-12-08,4138.49
1803,2015-12-09,4138.54
1804,2015-12-10,4138.65
1805,2015-12-11,4138.69
1806,2015-12-12,4138.7
1807,2015-12-13,4138.98
1808,2015-12-14,4139.03
1809,2015-12-15,4139.0
1810,2015-12-16,4139.0
1811,2015-12-17,4138.98
1812,2015-12-18,4139.07
1813,2015-12-19,4139.19
1814,2015-12-20,4139.13
1815,2015-12-21,4139.25
1816,2015-12-22,4139.43
1817,2015-12-23,4139.45
1818,2015-12-24,4139.48
1819,2015-12-25,4139.52
1820,2015-12-26,4139.54
1821,2015-12-27,4139.56
1822,2015-12-28,4139.6
1823,2015-12-29,4139.62
1824,2015-12-30,4139.65
1825,2015-12-31,4139.67
1826,2016-01-01,4139.69
1827,2016-01-02,4139.71
1828,2016-01-03,4139.74
1829,2016-01-04,4139.76
1830,2016-01-05,4139.79
1831,2016-01-06,4139.81
1832,2016-01-07,4139.82
1833,2016-01-08,4139.83
1834,2016-01-09,4139.85
1835,2016-01-10,4139.88
1836,2016-01-11,4139.9
1837,2016-01-12,4139.93
1838,2016-01-13,4139.96
1839,2016-01-14,4140.0
1840,2016-01-15,4140.05
1841,2016-01-16,4140.1
1842,2016-01-17,4140.17
1843,2016-01-18,4140.24
1844,2016-01-19,4140.28
1845,2016-01-20,4140.34
1846,2016-01-21,4140.39
1847,2016-01-22,4140.44
1848,2016-01-23,4140.52
1849,2016-01-24,4140.59
1850,2016-01-25,4140.66
1851,2016-01-26,4140.71
1852,2016-01-27,4140.76
1853,2016-01-28,4140.8
1854,2016-01-29,4140.9
1855,2016-01-30,4140.97
1856,2016-01-31,4141.06
1857,2016-02-01,4141.06
1858,2016-02-02,4141.09
1859,2016-02-03,4141.1
1860,2016-02-04,4141.15
1861,2016-02-05,4141.19
1862,2016-02-06,4141.22
1863,2016-02-07,4141.25
1864,2016-02-08,4141.27
1865,2016-02-09,4141.3
1866,2016-02-10,4141.31
1867,2016-02-11,4141.34
1868,2016-02-12,4141.38
1869,2016-02-13,4141.4
1870,2016-02-14,4141.4
1871,2016-02-15,4141.44
1872,2016-02-16,4141.5
1873,2016-02-17,4141.38
1874,2016-02-18,4141.48
1875,2016-02-19,4141.53
1876,2016-02-20,4141.71
1877,2016-02-21,4141.75
1878,2016-02-22,4141.79
1879,2016-02-23,4141.83
1880,2016-02-24,4141.87
1881,2016-02-25,4141.9
1882,2016-02-26,4141.92
1883,2016-02-27,4141.97
1884,2016-02-28,4142.01
1885,2016-02-29,4142.02
1886,2016-03-01,4142.02
1887,2016-03-02,4142.04
1888,2016-03-03,4142.13
1889,2016-03-04,4142.11
1890,2016-03-05,4142.02
1891,2016-03-06,4142.27
1892,2016-03-07,4142.42
1893,2016-03-08,4142.4
1894,2016-03-09,4142.4
1895,2016-03-10,4142.54
1896,2016-03-11,4142.57
1897,2016-03-12,4142.63
1898,2016-03-13,4142.72
1899,2016-03-14,4142.96
1900,2016-03-15,4142.96
1901,2016-03-16,4142.92
1902,2016-03-17,4142.88
1903,2016-03-18,4142.88
1904,2016-03-19,4142.83
1905,2016-03-20,4142.78
1906,2016-03-21,4142.78
1907,2016-03-22,4142.93
1908,2016-03-23,4142.89
1909,2016-03-24,4142.96
1910,2016-03-25,4142.93
1911,2016-03-26,4142.88
1912,2016-03-27,4142.95
1913,2016-03-28,4142.96
1914,2016-03-29,4142.99
1915,2016-03-30,4142.87
1916,2016-03-31,4142.86
1917,2016-04-01,4142.85
1918,2016-04-02,4142.86
1919,2016-04-03,4142.86
1920,2016-04-04,4142.93
1921,2016-04-05,4142.88
1922,2016-04-06,4142.89
