,datetime,CASTLE_LAKE_NEAR_MOUNT_ST._HELENS__WA.
984,2014-03-16,2579.02
985,2014-03-17,2578.95
986,2014-03-18,2578.89
987,2014-03-19,2578.89
988,2014-03-20,2578.8
989,2014-03-21,2578.73
990,2014-03-22,2578.67
991,2014-03-23,2578.61
992,2014-03-24,2578.57
993,2014-03-25,2578.67
994,2014-03-26,2578.73
995,2014-03-27,2578.78
996,2014-03-28,2578.99
997,2014-03-29,2579.21
998,2014-03-30,2579.24
999,2014-03-31,2579.13
1000,2014-04-01,2579.04
1001,2014-04-02,2578.93
1002,2014-04-03,2578.9
1003,2014-04-04,2578.85
1004,2014-04-05,2578.88
1005,2014-04-06,2578.87
1006,2014-04-07,2578.87
1007,2014-04-08,2578.88
1008,2014-04-09,2578.88
1009,2014-04-10,2578.83
1010,2014-04-11,2578.78
1011,2014-04-12,2578.73
1012,2014-04-13,2578.66
1013,2014-04-14,2578.61
1014,2014-04-15,2578.57
1015,2014-04-16,2578.61
1016,2014-04-17,2578.75
1017,2014-04-18,2578.77
1018,2014-04-19,2578.82
1019,2014-04-20,2578.77
1020,2014-04-21,2578.76
1021,2014-04-22,2578.8
1022,2014-04-23,2578.91
1023,2014-04-24,2579.21
1024,2014-04-25,2579.27
1025,2014-04-26,2579.22
1026,2014-04-27,2579.21
1027,2014-04-28,2579.08
1028,2014-04-29,2578.98
1029,2014-04-30,2578.9
1030,2014-05-01,2578.81
1031,2014-05-02,2578.78
1032,2014-05-03,2578.81
1033,2014-05-04,2578.98
1034,2014-05-05,2579.01
1035,2014-05-06,2578.97
1036,2014-05-07,2578.9
1037,2014-05-08,2578.95
1038,2014-05-09,2579.12
1039,2014-05-10,2579.12
1040,2014-05-11,2579.06
1041,2014-05-12,2578.96
1042,2014-05-13,2578.87
1043,2014-05-14,2578.79
1044,2014-05-15,2578.73
1045,2014-05-16,2578.66
1046,2014-05-17,2578.61
1047,2014-05-18,2578.64
1048,2014-05-19,2578.6
1049,2014-05-20,2578.54
1050,2014-05-21,2578.5
1051,2014-05-22,2578.45
1052,2014-05-23,2578.43
1053,2014-05-24,2578.39
1054,2014-05-25,2578.39
1055,2014-05-26,2578.4
1056,2014-05-27,2578.39
1057,2014-05-28,2578.4
1058,2014-05-29,2578.38
1059,2014-05-30,2578.36
1060,2014-05-31,2578.33
1061,2014-06-01,2578.31
1062,2014-06-02,2578.29
1063,2014-06-03,2578.27
1064,2014-06-04,2578.24
1065,2014-06-05,2578.22
1066,2014-06-06,2578.2
1067,2014-06-07,2578.18
1068,2014-06-08,2578.16
1069,2014-06-09,2578.15
1070,2014-06-10,2578.13
1071,2014-06-11,2578.12
1072,2014-06-12,2578.17
1073,2014-06-13,2578.22
1074,2014-06-14,2578.21
1075,2014-06-15,2578.23
1076,2014-06-16,2578.26
1077,2014-06-17,2578.25
1078,2014-06-18,2578.24
1079,2014-06-19,2578.22
1080,2014-06-20,2578.2
1081,2014-06-21,2578.19
1082,2014-06-22,2578.17
1083,2014-06-23,2578.16
1084,2014-06-24,2578.15
1085,2014-06-25,2578.14
1086,2014-06-26,2578.15
1087,2014-06-27,2578.28
1088,2014-06-28,2578.32
1089,2014-06-29,2578.33
1090,2014-06-30,2578.32
1091,2014-07-01,2578.31
1092,2014-07-02,2578.29
1093,2014-07-03,2578.26
1094,2014-07-04,2578.25
1095,2014-07-05,2578.23
1096,2014-07-06,2578.21
1097,2014-07-07,2578.19
1098,2014-07-08,2578.18
1099,2014-07-09,2578.16
1100,2014-07-10,2578.13
1101,2014-07-11,2578.12
1102,2014-07-12,2578.1
1103,2014-07-13,2578.08
1104,2014-07-14,2578.07
1105,2014-07-15,2578.06
1106,2014-07-16,2578.04
1107,2014-07-17,2578.02
1108,2014-07-18,2578.01
1109,2014-07-19,2578.0
1110,2014-07-20,2577.99
1111,2014-07-21,2577.97
1112,2014-07-22,2577.98
1113,2014-07-23,2578.06
1114,2014-07-24,2578.07
1115,2014-07-25,2578.05
1116,2014-07-26,2578.04
1117,2014-07-27,2578.02
1118,2014-07-28,2578.01
1119,2014-07-29,2577.99
1120,2014-07-30,2577.98
1121,2014-07-31,2577.97
1122,2014-08-01,2577.96
1123,2014-08-02,2577.95
1124,2014-08-03,2577.94
1125,2014-08-04,2577.92
1126,2014-08-05,2577.91
1127,2014-08-06,2577.9
1128,2014-08-07,2577.89
1129,2014-08-08,2577.87
1130,2014-08-09,2577.86
1131,2014-08-10,2577.86
1132,2014-08-11,2577.84
1133,2014-08-12,2577.87
1134,2014-08-13,2577.88
1135,2014-08-14,2577.88
1136,2014-08-15,2577.87
1137,2014-08-16,2577.86
1138,2014-08-17,2577.86
1139,2014-08-18,2577.84
1140,2014-08-19,2577.84
1141,2014-08-20,2577.83
1142,2014-08-21,2577.81
1143,2014-08-22,2577.8
1144,2014-08-23,2577.8
1145,2014-08-24,2577.79
1146,2014-08-25,2577.78
1147,2014-08-26,2577.77
1148,2014-08-27,2577.77
1149,2014-08-28,2577.77
1150,2014-08-29,2577.76
1151,2014-08-30,2577.78
1152,2014-08-31,2577.76
1153,2014-09-01,2577.76
1154,2014-09-02,2577.77
1155,2014-09-03,2577.77
1156,2014-09-04,2577.75
1157,2014-09-05,2577.75
1158,2014-09-06,2577.74
1159,2014-09-07,2577.74
1160,2014-09-08,2577.73
1161,2014-09-09,2577.73
1162,2014-09-10,2577.74
1163,2014-09-11,2577.69
1164,2014-09-12,2577.71
1165,2014-09-13,2577.7
1166,2014-09-14,2577.69
1167,2014-09-15,2577.7
1168,2014-09-16,2577.7
1169,2014-09-17,2577.7
1170,2014-09-18,2577.71
1171,2014-09-19,2577.71
1172,2014-09-20,2577.7
1173,2014-09-21,2577.71
1174,2014-09-22,2577.71
1175,2014-09-23,2577.75
1176,2014-09-24,2577.86
1177,2014-09-25,2577.88
1178,2014-09-26,2577.91
1179,2014-09-27,2577.91
1180,2014-09-28,2577.91
1181,2014-09-29,2577.91
1182,2014-09-30,2577.91
1183,2014-10-01,2577.91
1184,2014-10-02,2577.9
1185,2014-10-03,2577.89
1186,2014-10-04,2577.88
1187,2014-10-05,2577.88
1188,2014-10-06,2577.88
1189,2014-10-07,2577.88
1190,2014-10-08,2577.87
1191,2014-10-09,2577.86
1192,2014-10-10,2577.85
1193,2014-10-11,2578.01
1194,2014-10-12,2577.99
1195,2014-10-13,2578.0
1196,2014-10-14,2578.07
1197,2014-10-15,2578.15
1198,2014-10-16,2578.15
1199,2014-10-17,2578.23
1200,2014-10-18,2578.19
1201,2014-10-19,2578.19
1202,2014-10-20,2578.25
1203,2014-10-21,2578.26
1204,2014-10-22,2578.75
1205,2014-10-23,2578.92
1206,2014-10-24,2578.93
1207,2014-10-25,2579.09
1208,2014-10-26,2579.22
1209,2014-10-27,2579.12
1210,2014-10-28,2579.1
1211,2014-10-29,2579.06
1212,2014-10-30,2579.05
1213,2014-10-31,2579.07
1214,2014-11-01,2578.99
1215,2014-11-02,2579.0
1216,2014-11-03,2578.95
1217,2014-11-04,2579.03
1218,2014-11-05,2578.97
1219,2014-11-06,2579.02
1220,2014-11-07,2578.97
1221,2014-11-08,2578.88
1222,2014-11-09,2578.89
1223,2014-11-10,2578.83
1224,2014-11-11,2578.69
1225,2014-11-12,2578.64
1226,2014-11-13,2578.6
1227,2014-11-14,2578.55
1228,2014-11-15,2578.49
1229,2014-11-16,2578.45
1230,2014-11-17,2578.41
1231,2014-11-18,2578.38
1232,2014-11-19,2578.34
1233,2014-11-20,2578.35
1234,2014-11-21,2578.49
1235,2014-11-22,2578.54
1236,2014-11-23,2578.66
1237,2014-11-24,2578.74
1238,2014-11-25,2579.71
1239,2014-11-26,2579.72
1240,2014-11-27,2579.63
1241,2014-11-28,2579.64
1242,2014-11-29,2579.52
1243,2014-11-30,2579.33
1244,2014-12-01,2579.13
1245,2014-12-02,2578.95
1246,2014-12-03,2578.83
1247,2014-12-04,2578.77
1248,2014-12-05,2578.72
1249,2014-12-06,2578.79
1250,2014-12-07,2578.75
1251,2014-12-08,2578.72
1252,2014-12-09,2578.98
1253,2014-12-10,2579.4
1254,2014-12-11,2579.59
1255,2014-12-12,2579.5
1256,2014-12-13,2579.31
1257,2014-12-14,2579.1
1258,2014-12-15,2578.98
1259,2014-12-16,2578.86
1260,2014-12-17,2578.76
1261,2014-12-18,2578.73
1262,2014-12-19,2578.77
1263,2014-12-20,2579.07
1264,2014-12-21,2579.46
1265,2014-12-22,2579.45
1266,2014-12-23,2579.38
1267,2014-12-24,2579.31
1268,2014-12-25,2579.16
1269,2014-12-26,2579.01
1270,2014-12-27,2579.05
1271,2014-12-28,2579.0
1272,2014-12-29,2578.87
1273,2014-12-30,2578.76
1274,2014-12-31,2578.69
1275,2015-01-01,2578.61
1276,2015-01-02,2578.56
1277,2015-01-03,2578.5
1278,2015-01-04,2578.71
1279,2015-01-05,2579.36
1280,2015-01-06,2579.38
1281,2015-01-07,2579.25
1282,2015-01-08,2579.11
1283,2015-01-09,2578.96
1284,2015-01-10,2578.85
1285,2015-01-11,2578.76
1286,2015-01-12,2578.68
1287,2015-01-13,2578.61
1288,2015-01-14,2578.56
1289,2015-01-15,2578.59
1290,2015-01-16,2578.59
1291,2015-01-17,2578.81
1292,2015-01-18,2579.2
1293,2015-01-19,2579.26
1294,2015-01-20,2579.16
1295,2015-01-21,2579.04
1296,2015-01-22,2578.91
1297,2015-01-23,2578.85
1298,2015-01-24,2578.77
1299,2015-01-25,2578.71
1300,2015-01-26,2578.64
1301,2015-01-27,2578.59
1302,2015-01-28,2578.53
1303,2015-01-29,2578.49
1304,2015-01-30,2578.45
1305,2015-01-31,2578.41
1306,2015-02-01,2578.42
1307,2015-02-02,2578.43
1308,2015-02-03,2578.41
1309,2015-02-04,2578.4
1310,2015-02-05,2578.63
1311,2015-02-06,2579.28
1312,2015-02-07,2579.82
1313,2015-02-08,2579.9
1314,2015-02-09,2579.86
1315,2015-02-10,2579.7
1316,2015-02-11,2579.46
1317,2015-02-12,2579.24
1318,2015-02-13,2579.05
1319,2015-02-14,2578.9
1320,2015-02-15,2578.78
1321,2015-02-16,2578.68
1322,2015-02-17,2578.61
1323,2015-02-18,2578.54
1324,2015-02-19,2578.51
1325,2015-02-20,2578.46
1326,2015-02-21,2578.41
1327,2015-02-22,2578.38
1328,2015-02-23,2578.35
1329,2015-02-24,2578.32
1330,2015-02-25,2578.33
1331,2015-02-26,2578.32
1332,2015-02-27,2578.34
1333,2015-02-28,2578.32
1334,2015-03-01,2578.3
1335,2015-03-02,2578.28
1336,2015-03-03,2578.26
1337,2015-03-04,2578.24
1338,2015-03-05,2578.23
1339,2015-03-06,2578.21
1340,2015-03-07,2578.2
1341,2015-03-08,2578.19
1342,2015-03-09,2578.18
1343,2015-03-10,2578.16
1344,2015-03-11,2578.19
1345,2015-03-12,2578.19
1346,2015-03-13,2578.19
1347,2015-03-14,2578.42
1348,2015-03-15,2578.92
1349,2015-03-16,2579.03
1350,2015-03-17,2579.0
1351,2015-03-18,2578.92
1352,2015-03-19,2578.81
1353,2015-03-20,2578.76
1354,2015-03-21,2578.81
1355,2015-03-22,2578.81
1356,2015-03-23,2578.82
1357,2015-03-24,2578.83
1358,2015-03-25,2578.86
1359,2015-03-26,2578.83
1360,2015-03-27,2578.83
1361,2015-03-28,2578.87
1362,2015-03-29,2578.81
1363,2015-03-30,2578.75
1364,2015-03-31,2578.78
1365,2015-04-01,2578.77
1366,2015-04-02,2578.72
1367,2015-04-03,2578.69
1368,2015-04-04,2578.64
1369,2015-04-05,2578.59
1370,2015-04-06,2578.55
1371,2015-04-07,2578.52
1372,2015-04-08,2578.48
1373,2015-04-09,2578.45
1374,2015-04-10,2578.49
1375,2015-04-11,2578.52
1376,2015-04-12,2578.52
1377,2015-04-13,2578.53
1378,2015-04-14,2578.55
1379,2015-04-15,2578.52
1380,2015-04-16,2578.5
1381,2015-04-17,2578.48
1382,2015-04-18,2578.47
1383,2015-04-19,2578.46
1384,2015-04-20,2578.44
1385,2015-04-21,2578.42
1386,2015-04-22,2578.39
1387,2015-04-23,2578.39
1388,2015-04-24,2578.44
1389,2015-04-25,2578.42
1390,2015-04-26,2578.39
1391,2015-04-27,2578.32
1392,2015-04-28,2578.35
1393,2015-04-29,2578.33
1394,2015-04-30,2578.31
1395,2015-05-01,2578.28
1396,2015-05-02,2578.27
1397,2015-05-03,2578.25
1398,2015-05-04,2578.23
1399,2015-05-05,2578.27
1400,2015-05-06,2578.25
1401,2015-05-07,2578.24
1402,2015-05-08,2578.22
1403,2015-05-09,2578.2
1404,2015-05-10,2578.18
1405,2015-05-11,2578.19
1406,2015-05-12,2578.2
1407,2015-05-13,2578.22
1408,2015-05-14,2578.21
1409,2015-05-15,2578.19
1410,2015-05-16,2578.19
1411,2015-05-17,2578.18
1412,2015-05-18,2578.19
1413,2015-05-19,2578.18
1414,2015-05-20,2578.17
1415,2015-05-21,2578.16
1416,2015-05-22,2578.15
1417,2015-05-23,2578.14
1418,2015-05-24,2578.12
1419,2015-05-25,2578.11
1420,2015-05-26,2578.1
1421,2015-05-27,2578.09
1422,2015-05-28,2578.08
1423,2015-05-29,2578.08
1424,2015-05-30,2578.06
1425,2015-05-31,2578.05
1426,2015-06-01,2578.06
1427,2015-06-02,2578.11
1428,2015-06-03,2578.11
1429,2015-06-04,2578.1
1430,2015-06-05,2578.08
1431,2015-06-06,2578.07
1432,2015-06-07,2578.06
1433,2015-06-08,2578.04
1434,2015-06-09,2578.03
1435,2015-06-10,2578.01
1436,2015-06-11,2578.0
1437,2015-06-12,2577.99
1438,2015-06-13,2577.97
1439,2015-06-14,2577.97
1440,2015-06-15,2577.96
1441,2015-06-16,2577.95
1442,2015-06-17,2577.94
1443,2015-06-18,2577.93
1444,2015-06-19,2577.92
1445,2015-06-20,2577.92
1446,2015-06-21,2577.91
1447,2015-06-22,2577.9
1448,2015-06-23,2577.89
1449,2015-06-24,2577.89
1450,2015-06-25,2577.89
1451,2015-06-26,2577.88
1452,2015-06-27,2577.88
1453,2015-06-28,2577.88
1454,2015-06-29,2577.88
1455,2015-06-30,2577.87
1456,2015-07-01,2577.86
1457,2015-07-02,2577.85
1458,2015-07-03,2577.84
1459,2015-07-04,2577.83
1460,2015-07-05,2577.82
1461,2015-07-06,2577.8
1462,2015-07-07,2577.8
1463,2015-07-08,2577.79
1464,2015-07-09,2577.78
1465,2015-07-10,2577.77
1466,2015-07-11,2577.76
1467,2015-07-12,2577.75
1468,2015-07-13,2577.74
1469,2015-07-14,2577.73
1470,2015-07-15,2577.72
1471,2015-07-16,2577.72
1472,2015-07-17,2577.7
1473,2015-07-18,2577.69
1474,2015-07-19,2577.69
1475,2015-07-20,2577.68
1476,2015-07-21,2577.67
1477,2015-07-22,2577.66
1478,2015-07-23,2577.65
1479,2015-07-24,2577.65
1480,2015-07-25,2577.69
1481,2015-07-26,2577.7
1482,2015-07-27,2577.7
1483,2015-07-28,2577.69
1484,2015-07-29,2577.69
1485,2015-07-30,2577.68
1486,2015-07-31,2577.68
1487,2015-08-01,2577.68
1488,2015-08-02,2577.67
1489,2015-08-03,2577.67
1490,2015-08-04,2577.66
1491,2015-08-05,2577.65
1492,2015-08-06,2577.65
1493,2015-08-07,2577.64
1494,2015-08-08,2577.63
1495,2015-08-09,2577.63
1496,2015-08-10,2577.63
1497,2015-08-11,2577.63
1498,2015-08-12,2577.62
1499,2015-08-13,2577.62
1500,2015-08-14,2577.69
1501,2015-08-15,2577.68
1502,2015-08-16,2577.66
1503,2015-08-17,2577.66
1504,2015-08-18,2577.66
1505,2015-08-19,2577.65
1506,2015-08-20,2577.63
1507,2015-08-21,2577.63
1508,2015-08-22,2577.64
1509,2015-08-23,2577.62
1510,2015-08-24,2577.61
1511,2015-08-25,2577.6
1512,2015-08-26,2577.6
1513,2015-08-27,2577.59
1514,2015-08-28,2577.62
1515,2015-08-29,2577.69
1516,2015-08-30,2577.81
1517,2015-08-31,2577.8
1518,2015-09-01,2577.82
1519,2015-09-02,2577.85
1520,2015-09-03,2577.85
1521,2015-09-04,2577.85
1522,2015-09-05,2577.85
1523,2015-09-06,2577.86
1524,2015-09-07,2577.86
1525,2015-09-08,2577.85
1526,2015-09-09,2577.85
1527,2015-09-10,2577.85
1528,2015-09-11,2577.85
1529,2015-09-12,2577.84
1530,2015-09-13,2577.83
1531,2015-09-14,2577.82
1532,2015-09-15,2577.81
1533,2015-09-16,2577.8
1534,2015-09-17,2577.85
1535,2015-09-18,2577.84
1536,2015-09-19,2577.84
1537,2015-09-20,2577.85
1538,2015-09-21,2577.87
1539,2015-09-22,2577.86
1540,2015-09-23,2577.84
1541,2015-09-24,2577.85
1542,2015-09-25,2577.85
1543,2015-09-26,2577.84
1544,2015-09-27,2577.83
1545,2015-09-28,2577.83
1546,2015-09-29,2577.82
1547,2015-09-30,2577.82
1548,2015-10-01,2577.81
1549,2015-10-02,2577.8
1550,2015-10-03,2577.82
1551,2015-10-04,2577.81
1552,2015-10-05,2577.8
1553,2015-10-06,2577.79
1554,2015-10-07,2577.85
1555,2015-10-08,2577.84
1556,2015-10-09,2577.84
1557,2015-10-10,2577.97
1558,2015-10-11,2577.99
1559,2015-10-12,2577.98
1560,2015-10-13,2577.97
1561,2015-10-14,2577.97
1562,2015-10-15,2577.96
1563,2015-10-16,2577.95
1564,2015-10-17,2577.95
1565,2015-10-18,2577.96
1566,2015-10-19,2577.96
1567,2015-10-20,2577.96
1568,2015-10-21,2577.94
1569,2015-10-22,2577.94
1570,2015-10-23,2577.93
1571,2015-10-24,2577.93
1572,2015-10-25,2577.96
1573,2015-10-26,2578.14
1574,2015-10-27,2578.1
1575,2015-10-28,2578.15
1576,2015-10-29,2578.15
1577,2015-10-30,2578.45
1578,2015-10-31,2579.06
1579,2015-11-01,2579.28
1580,2015-11-02,2579.24
1581,2015-11-03,2579.09
1582,2015-11-04,2578.95
1583,2015-11-05,2578.85
1584,2015-11-06,2578.75
1585,2015-11-07,2578.72
1586,2015-11-08,2578.7
1587,2015-11-09,2578.66
1588,2015-11-10,2578.61
1589,2015-11-11,2578.61
1590,2015-11-12,2578.62
1591,2015-11-13,2578.7
1592,2015-11-14,2578.93
1593,2015-11-15,2579.1
1594,2015-11-16,2579.21
1595,2015-11-17,2579.98
1596,2015-11-18,2580.0
1597,2015-11-19,2579.69
1598,2015-11-20,2579.37
1599,2015-11-21,2579.12
1600,2015-11-22,2578.92
1601,2015-11-23,2578.82
1602,2015-11-24,2578.72
1603,2015-11-25,2578.62
1604,2015-11-26,2578.54
1605,2015-11-27,2578.48
1606,2015-11-28,2578.42
1607,2015-11-29,2578.37
1608,2015-11-30,2578.34
1609,2015-12-01,2578.32
1610,2015-12-02,2578.36
1611,2015-12-03,2578.51
1612,2015-12-04,2578.58
1613,2015-12-05,2578.68
1614,2015-12-06,2578.93
1615,2015-12-07,2579.59
1616,2015-12-08,2580.7
1617,2015-12-09,2580.94
1618,2015-12-10,2580.62
1619,2015-12-11,2580.11
1620,2015-12-12,2579.78
1621,2015-12-13,2579.5
1622,2015-12-14,2579.21
1623,2015-12-15,2579.01
1624,2015-12-16,2578.85
1625,2015-12-17,2578.95
1626,2015-12-18,2579.3
1627,2015-12-19,2579.27
1628,2015-12-20,2579.2
1629,2015-12-21,2579.21
1630,2015-12-22,2579.06
1631,2015-12-23,2579.02
1632,2015-12-24,2578.85
1633,2015-12-25,2578.72
1634,2015-12-26,2578.6
1635,2015-12-27,2578.56
1636,2015-12-28,2578.5
1637,2015-12-29,2578.44
1638,2015-12-30,2578.38
1639,2015-12-31,2578.4
1640,2016-01-01,2578.3
1641,2016-01-02,2578.27
1642,2016-01-03,2578.28
1643,2016-01-04,2578.28
1644,2016-01-05,2578.25
1645,2016-01-06,2578.24
1646,2016-01-07,2578.25
1647,2016-01-08,2578.24
1648,2016-01-09,2578.22
1649,2016-01-10,2578.17
1650,2016-01-11,2578.23
1651,2016-01-12,2578.4
1652,2016-01-13,2578.9
1653,2016-01-14,2578.94
1654,2016-01-15,2578.89
1655,2016-01-16,2579.03
1656,2016-01-17,2579.16
1657,2016-01-18,2579.21
1658,2016-01-19,2579.19
1659,2016-01-20,2579.13
1660,2016-01-21,2579.3
1661,2016-01-22,2579.56
1662,2016-01-23,2579.54
1663,2016-01-24,2579.38
1664,2016-01-25,2579.18
1665,2016-01-26,2579.05
1666,2016-01-27,2579.0
1667,2016-01-28,2579.75
1668,2016-01-29,2579.77
1669,2016-01-30,2579.54
1670,2016-01-31,2579.28
1671,2016-02-01,2579.07
1672,2016-02-02,2578.9
1673,2016-02-03,2578.85
1674,2016-02-04,2578.86
1675,2016-02-05,2578.8
1676,2016-02-06,2578.78
1677,2016-02-07,2578.73
1678,2016-02-08,2578.67
1679,2016-02-09,2578.64
1680,2016-02-10,2578.62
1681,2016-02-11,2578.66
1682,2016-02-12,2578.71
1683,2016-02-13,2578.87
1684,2016-02-14,2579.12
1685,2016-02-15,2579.24
1686,2016-02-16,2579.34
1687,2016-02-17,2579.33
1688,2016-02-18,2579.31
1689,2016-02-19,2579.3
1690,2016-02-20,2579.19
1691,2016-02-21,2579.06
1692,2016-02-22,2578.92
1693,2016-02-23,2578.79
1694,2016-02-24,2578.7
1695,2016-02-25,2578.61
1696,2016-02-26,2578.61
1697,2016-02-27,2578.66
1698,2016-02-28,2578.75
1699,2016-02-29,2578.81
1700,2016-03-01,2579.04
1701,2016-03-02,2579.2
1702,2016-03-03,2579.29
1703,2016-03-04,2579.18
1704,2016-03-05,2579.31
1705,2016-03-06,2579.4
1706,2016-03-07,2579.31
1707,2016-03-08,2579.15
1708,2016-03-09,2579.12
1709,2016-03-10,2579.42
1710,2016-03-11,2579.36
1711,2016-03-12,2579.41
1712,2016-03-13,2579.41
1713,2016-03-14,2579.32
1714,2016-03-15,2579.14
1715,2016-03-16,2578.97
1716,2016-03-17,2578.85
1717,2016-03-18,2578.73
1718,2016-03-19,2578.65
1719,2016-03-20,2578.67
1720,2016-03-21,2578.83
1721,2016-03-22,2578.91
1722,2016-03-23,2578.95
1723,2016-03-24,2579.01
1724,2016-03-25,2578.96
1725,2016-03-26,2578.89
1726,2016-03-27,2578.9
1727,2016-03-28,2578.82
1728,2016-03-29,2578.73
1729,2016-03-30,2578.67
1730,2016-03-31,2578.63
1731,2016-04-01,2578.6
1732,2016-04-02,2578.57
1733,2016-04-03,2578.57
1734,2016-04-04,2578.68
1735,2016-04-05,2578.66
1736,2016-04-06,2578.62
1737,2016-04-07,2578.58
1738,2016-04-08,2578.55
1739,2016-04-09,2578.54
1740,2016-04-10,2578.53
1741,2016-04-11,2578.51
1742,2016-04-12,2578.52
1743,2016-04-13,2578.53
1744,2016-04-14,2578.53
1745,2016-04-15,2578.49
1746,2016-04-16,2578.44
1747,2016-04-17,2578.39
1748,2016-04-18,2578.38
1749,2016-04-19,2578.36
1750,2016-04-20,2578.38
1751,2016-04-21,2578.38
1752,2016-04-22,2578.38
1753,2016-04-23,2578.42
1754,2016-04-24,2578.45
1755,2016-04-25,2578.42
1756,2016-04-26,2578.38
1757,2016-04-27,2578.35
1758,2016-04-28,2578.31
1759,2016-04-29,2578.29
1760,2016-04-30,2578.27
1761,2016-05-01,2578.24
1762,2016-05-02,2578.23
1763,2016-05-03,2578.23
1764,2016-05-04,2578.22
1765,2016-05-05,2578.21
1766,2016-05-06,2578.19
1767,2016-05-07,2578.18
1768,2016-05-08,2578.16
1769,2016-05-09,2578.14
1770,2016-05-10,2578.12
1771,2016-05-11,2578.11
1772,2016-05-12,2578.09
1773,2016-05-13,2578.07
1774,2016-05-14,2578.07
1775,2016-05-15,2578.11
1776,2016-05-16,2578.09
1777,2016-05-17,2578.08
1778,2016-05-18,2578.07
1779,2016-05-19,2578.1
1780,2016-05-20,2578.11
1781,2016-05-21,2578.14
1782,2016-05-22,2578.16
1783,2016-05-23,2578.16
1784,2016-05-24,2578.14
1785,2016-05-25,2578.13
1786,2016-05-26,2578.12
1787,2016-05-27,2578.14
1788,2016-05-28,2578.13
1789,2016-05-29,2578.12
1790,2016-05-30,2578.11
1791,2016-05-31,2578.09
1792,2016-06-01,2578.08
1793,2016-06-02,2578.1
1794,2016-06-03,2578.09
1795,2016-06-04,2578.06
1796,2016-06-05,2578.05
1797,2016-06-06,2578.04
1798,2016-06-07,2578.03
1799,2016-06-08,2578.0
1800,2016-06-09,2578.04
1801,2016-06-10,2578.11
1802,2016-06-11,2578.1
1803,2016-06-12,2578.08
1804,2016-06-13,2578.1
1805,2016-06-14,2578.16
1806,2016-06-15,2578.15
1807,2016-06-16,2578.13
1808,2016-06-17,2578.14
1809,2016-06-18,2578.14
1810,2016-06-19,2578.14
1811,2016-06-20,2578.12
1812,2016-06-21,2578.1
1813,2016-06-22,2578.09
1814,2016-06-23,2578.12
1815,2016-06-24,2578.18
1816,2016-06-25,2578.18
1817,2016-06-26,2578.18
1818,2016-06-27,2578.16
1819,2016-06-28,2578.14
1820,2016-06-29,2578.13
1821,2016-06-30,2578.1
1822,2016-07-01,2578.09
1823,2016-07-02,2578.08
1824,2016-07-03,2578.06
1825,2016-07-04,2578.04
1826,2016-07-05,2578.03
1827,2016-07-06,2578.02
1828,2016-07-07,2578.02
1829,2016-07-08,2578.05
1830,2016-07-09,2578.07
1831,2016-07-10,2578.05
1832,2016-07-11,2578.04
1833,2016-07-12,2578.03
1834,2016-07-13,2578.02
1835,2016-07-14,2578.01
1836,2016-07-15,2577.98
1837,2016-07-16,2577.98
1838,2016-07-17,2577.97
1839,2016-07-18,2577.96
1840,2016-07-19,2577.95
1841,2016-07-20,2577.94
1842,2016-07-21,2577.94
1843,2016-07-22,2577.94
1844,2016-07-23,2577.93
1845,2016-07-24,2577.92
1846,2016-07-25,2577.91
1847,2016-07-26,2577.91
1848,2016-07-27,2577.89
1849,2016-07-28,2577.89
1850,2016-07-29,2577.88
1851,2016-07-30,2577.87
1852,2016-07-31,2577.85
1853,2016-08-01,2577.84
1854,2016-08-02,2577.84
1855,2016-08-03,2577.84
1856,2016-08-04,2577.83
1857,2016-08-05,2577.81
1858,2016-08-06,2577.81
1859,2016-08-07,2577.83
1860,2016-08-08,2577.84
1861,2016-08-09,2577.83
1862,2016-08-10,2577.83
1863,2016-08-11,2577.82
1864,2016-08-12,2577.82
1865,2016-08-13,2577.81
1866,2016-08-14,2577.81
1867,2016-08-15,2577.79
1868,2016-08-16,2577.78
1869,2016-08-17,2577.78
1870,2016-08-18,2577.78
1871,2016-08-19,2577.77
1872,2016-08-20,2577.76
1873,2016-08-21,2577.75
1874,2016-08-22,2577.74
1875,2016-08-23,2577.72
1876,2016-08-24,2577.72
1877,2016-08-25,2577.72
1878,2016-08-26,2577.71
1879,2016-08-27,2577.7
1880,2016-08-28,2577.68
1881,2016-08-29,2577.67
1882,2016-08-30,2577.67
1883,2016-08-31,2577.7
1884,2016-09-01,2577.72
1885,2016-09-02,2577.75
1886,2016-09-03,2577.75
1887,2016-09-04,2577.74
1888,2016-09-05,2577.74
1889,2016-09-06,2577.81
1890,2016-09-07,2577.8
1891,2016-09-08,2577.79
1892,2016-09-09,2577.79
1893,2016-09-10,2577.78
1894,2016-09-11,2577.77
1895,2016-09-12,2577.76
1896,2016-09-13,2577.75
1897,2016-09-14,2577.75
1898,2016-09-15,2577.74
1899,2016-09-16,2577.73
1900,2016-09-17,2577.89
1901,2016-09-18,2577.91
1902,2016-09-19,2577.9
1903,2016-09-20,2577.89
1904,2016-09-21,2577.91
1905,2016-09-22,2577.89
1906,2016-09-23,2577.88
1907,2016-09-24,2577.88
1908,2016-09-25,2577.88
1909,2016-09-26,2577.87
1910,2016-09-27,2577.86
1911,2016-09-28,2577.86
1912,2016-09-29,2577.85
1913,2016-09-30,2577.84
1914,2016-10-01,2577.94
