agency_cd	site_no	datetime	164396_00010_00001	164396_00010_00001_cd	164397_00010_00002	164397_00010_00002_cd	164398_00010_00003	164398_00010_00003_cd	164399_00010_00001	164399_00010_00001_cd	164400_00010_00002	164400_00010_00002_cd	164401_00010_00003	164401_00010_00003_cd	164402_00010_00001	164402_00010_00001_cd	164403_00010_00002	164403_00010_00002_cd	164404_00010_00003	164404_00010_00003_cd	164405_00095_00001	164405_00095_00001_cd	164406_00095_00002	164406_00095_00002_cd	164407_00095_00003	164407_00095_00003_cd	164408_00095_00001	164408_00095_00001_cd	164409_00095_00002	164409_00095_00002_cd	164410_00095_00003	164410_00095_00003_cd	164411_00095_00001	164411_00095_00001_cd	164412_00095_00002	164412_00095_00002_cd	164413_00095_00003	164413_00095_00003_cd	164414_00300_00001	164414_00300_00001_cd	164415_00300_00002	164415_00300_00002_cd	164416_00300_00003	164416_00300_00003_cd	164417_00300_00001	164417_00300_00001_cd	164418_00300_00002	164418_00300_00002_cd	164419_00300_00003	164419_00300_00003_cd	164420_00300_00001	164420_00300_00001_cd	164421_00300_00002	164421_00300_00002_cd	164422_00300_00003	164422_00300_00003_cd	164423_00400_00001	164423_00400_00001_cd	164424_00400_00002	164424_00400_00002_cd	164425_00400_00008	164425_00400_00008_cd	164426_00400_00001	164426_00400_00001_cd	164427_00400_00002	164427_00400_00002_cd	164428_00400_00008	164428_00400_00008_cd	164429_00400_00001	164429_00400_00001_cd	164430_00400_00002	164430_00400_00002_cd	164431_00400_00008	164431_00400_00008_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	422820122032100	2016-08-09	22.9	A	19.1	A	20.9	A							22.8	A	19.1	A	20.8	A	119	A	110	A	114	A							114	A	109	A	111	A	7.6	A	4.5	A	5.8	A							7.2	A	4.7	A	5.9	A	9.0	A	8.6	A	8.8	A							8.9	A	8.4	A	8.7	A
USGS	422820122032100	2016-08-10	25.3	A	19.4	A	22.0	A							23.9	A	19.5	A	21.2	A	118	A	111	A	115	A							114	A	107	A	111	A	9.9	A	4.1	A	6.3	A							8.4	A	4.1	A	5.7	A	9.3	A	8.2	A	8.6	A							9.0	A	8.2	A	8.5	A
USGS	422820122032100	2016-08-11	26.4	A	20.2	A	23.2	A							25.6	A	20.2	A	22.5	A	114	A	110	A	112	A							113	A	111	A	112	A	13.4	A	3.8	A	7.9	A							11.3	A	3.7	A	6.7	A	9.5	A	8.4	A	9.1	A							9.2	A	8.2	A	8.6	A
USGS	422820122032100	2016-08-12	26.6	A	22.1	A	24.2	A							25.6	A	22.0	A	23.8	A	114	A	110	A	112	A							112	A	111	A	112	A	12.9	A	5.2	A	8.7	A							10.4	A	5.1	A	7.2	A	9.4	A	8.8	A	9.1	A							9.1	A	8.7	A	8.9	A
USGS	422820122032100	2016-08-13	27.1	A	22.7	A	24.7	A							26.0	A	22.6	A	24.3	A	114	A	112	A	113	A							114	A	112	A	113	A	13.3	A	3.8	A	7.7	A							9.4	A	3.8	A	6.2	A	9.4	A	8.6	A	9.0	A							9.1	A	8.5	A	8.9	A
USGS	422820122032100	2016-08-14	26.6	A	22.8	A	24.6	A							25.7	A	22.7	A	24.3	A	116	A	113	A	114	A							116	A	113	A	114	A	10.5	A	2.9	A	5.4	A							7.2	A	2.7	A	4.6	A	9.2	A	8.4	A	8.7	A							8.9	A	8.2	A	8.6	A
USGS	422820122032100	2016-08-15	27.1	A	22.6	A	24.2	A							25.4	A	22.6	A	23.9	A	118	A	113	A	116	A							119	A	113	A	116	A	5.6	A	1.9	A	3.6	A							5.8	A	1.8	A	3.4	A	8.7	A	8.0	A	8.4	A							8.7	A	7.9	A	8.3	A
USGS	422820122032100	2016-08-16	24.6	A	22.0	A	23.4	A							24.1	A	22.0	A	23.2	A	117	A	114	A	116	A							118	A	115	A	117	A	6.1	A	1.4	A	3.2	A							4.1	A	1.3	A	2.6	A	8.5	A	7.6	A	8.1	A							8.4	A	7.6	A	8.0	A
USGS	422820122032100	2016-08-17	26.6	A	21.5	A	23.5	A							25.0	A	21.5	A	23.1	A	119	A	114	A	116	A							119	A	112	A	117	A	7.5	A	0.8	A	3.5	A							8.1	A	0.9	A	3.2	A	8.9	A	7.5	A	8.0	A							8.7	A	7.5	A	7.9	A
USGS	422820122032100	2016-08-18	26.4	A	21.6	A	23.8	A							25.0	A	21.6	A	23.2	A	118	A	113	A	116	A							116	A	111	A	114	A	8.6	A	1.5	A	4.1	A							7.5	A	1.5	A	3.6	A	8.9	A	7.6	A	8.2	A							8.7	A	7.6	A	8.0	A
USGS	422820122032100	2016-08-19	26.9	A	21.3	A	23.4	A							25.0	A	21.3	A	23.0	A	114	A	104	A	110	A							113	A	102	A	108	A	6.5	A	1.5	A	3.4	A							9.0	A	1.6	A	4.1	A	8.4	A	7.4	A	7.8	A							8.7	A	7.3	A	7.6	A
USGS	422820122032100	2016-08-20	25.8	A	21.6	A	23.7	A							25.6	A	21.6	A	23.4	A	112	A	109	A	110	A							110	A	105	A	108	A	7.6	A	1.5	A	4.2	A							7.3	A	1.4	A	4.1	A	8.7	A	7.3	A	7.9	A							8.5	A	7.2	A	7.6	A
USGS	422820122032100	2016-08-21	25.0	A	21.7	A	23.3	A							25.0	A	21.7	A	23.2	A	113	A	109	A	111	A							112	A	108	A	110	A	11.3	A	3.1	A	6.6	A							11.0	A	3.0	A	6.5	A	9.2	A	7.6	A	8.2	A							9.0	A	7.4	A	8.1	A
USGS	422820122032100	2016-08-22	24.0	A	20.7	A	22.4	A							23.9	A	20.7	A	22.3	A	111	A	108	A	110	A							110	A	107	A	109	A	12.1	A	5.1	A	8.3	A							11.7	A	5.0	A	8.2	A	9.3	A	8.6	A	8.9	A							9.2	A	8.3	A	8.7	A
USGS	422820122032100	2016-08-23	24.2	A	19.6	A	21.6	A							23.6	A	19.6	A	21.4	A	110	A	108	A	109	A							110	A	107	A	109	A	12.6	A	5.4	A	8.3	A							11.9	A	5.3	A	8.2	A	9.5	A	8.8	A	9.1	A							9.1	A	8.6	A	8.9	A
USGS	422820122032100	2016-08-24	23.9	A	19.2	A	21.4	A							23.6	A	19.2	A	21.3	A	112	A	107	A	110	A							110	A	104	A	108	A	10.9	A	4.8	A	7.6	A							10.9	A	4.6	A	7.4	A	9.3	A	8.8	A	9.0	A							9.0	A	8.6	A	8.8	A
USGS	422820122032100	2016-08-25	22.7	A	19.1	A	20.8	A							22.8	A	19.0	A	20.8	A	115	A	110	A	112	A							112	A	108	A	110	A	10.1	A	3.2	A	5.7	A							10.2	A	2.8	A	5.4	A	9.2	A	8.5	A	8.7	A							9.0	A	8.2	A	8.5	A
USGS	422820122032100	2016-08-26	24.1	A	18.4	A	20.5	A							22.3	A	18.4	A	20.3	A	114	A	108	A	112	A							112	A	106	A	109	A	9.0	A	1.0	A	3.7	A							9.5	A	1.3	A	3.6	A	9.3	A	7.8	A	8.4	A							8.8	A	7.7	A	8.1	A
USGS	422820122032100	2016-08-27	23.6	A	18.6	A	21.0	A							23.6	A	18.5	A	20.9	A	116	A	111	A	113	A							120	A	106	A	114	A	6.4	A	0.9	A	3.4	A							8.5	A	0.8	A	3.9	A	9.0	A	7.6	A	8.4	A							8.7	A	7.4	A	8.1	A
USGS	422820122032100	2016-08-28	24.2	A	19.7	A	21.8	A							24.2	A	19.7	A	21.8	A			110	A									116	A	108	A	112	A	8.7	A	2.1	A	5.3	A							8.8	A	1.2	A	5.1	A	9.1	A	8.1	A	8.8	A							8.8	A	7.9	A	8.4	A
USGS	422820122032100	2016-08-29	23.0	A	19.9	A	21.4	A							22.5	A	19.8	A	21.3	A	115	A	109	A	112	A													9.0	A	2.3	A	4.8	A							10.1	A	2.1	A	5.2	A	9.1	A	8.0	A	8.6	A							8.9	A	7.9	A	8.5	A
USGS	422820122032100	2016-08-30	22.2	A	19.1	A	20.5	A							22.2	A	19.2	A	20.5	A	114	A	110	A	112	A							116	A	111	A	113	A	8.8	A	1.0	A	4.5	A							7.5	A	0.6	A	3.9	A	8.7	A	7.6	A	8.3	A							8.7	A	7.4	A	8.2	A
USGS	422820122032100	2016-08-31	21.2	A	16.9	A	18.9	A							21.2	A	16.9	A	19.0	A	113	A	108	A	110	A							114	A	108	A	111	A	11.1	A	4.1	A	7.2	A							10.8	A	1.7	A	6.3	A	9.1	A	8.1	A	8.7	A							9.0	A	8.1	A	8.4	A
USGS	422820122032100	2016-09-01	19.9	A	17.3	A	18.7	A							19.9	A	17.4	A	18.7	A	113	A	108	A	111	A							113	A	109	A	111	A	11.4	A	4.2	A	7.8	A							11.5	A	4.0	A	7.5	A	9.1	A	8.3	A	8.7	A							8.9	A	8.0	A	8.6	A
USGS	422820122032100	2016-09-02	19.4	A	15.6	A	17.3	A							19.3	A	15.6	A	17.3	A	109	A	107	A	108	A							110	A	107	A	108	A	14.1	A	5.6	A	9.1	A							13.8	A	5.7	A	9.0	A	9.4	A	8.6	A	8.9	A							9.3	A	8.4	A	8.7	A
USGS	422820122032100	2016-09-03	19.2	A	14.5	A	16.8	A							19.2	A	14.6	A	16.8	A	111	A	107	A	109	A							112	A	108	A	109	A	14.3	A	6.8	A	10.1	A							13.5	A	7.1	A	9.9	A	9.4	A	8.7	A	9.0	A							9.3	A	8.6	A	8.9	A
USGS	422820122032100	2016-09-04	18.9	A	13.9	A	16.3	A							18.9	A	14.0	A	16.3	A	112	A	109	A	110	A							115	A	109	A	111	A	14.4	A	6.6	A	9.7	A							13.5	A	4.8	A	9.0	A	9.5	A	8.8	A	9.0	A							9.4	A	8.7	A	8.9	A
USGS	422820122032100	2016-09-05	19.1	A	13.7	A	16.3	A							19.1	A	13.7	A	16.3	A	112	A	108	A	110	A							115	A	108	A	111	A	13.4	A	5.9	A	9.7	A							13.2	A	4.6	A	8.7	A	9.4	A	8.6	A	9.1	A							9.2	A	8.5	A	9.0	A
USGS	422820122032100	2016-09-06	18.9	A	14.5	A	16.7	A							18.7	A	14.6	A	16.7	A	124	A	110	A	115	A							116	A	111	A	113	A	12.6	A	5.7	A	8.8	A							11.0	A	4.7	A	7.0	A	9.4	A	8.6	A	9.0	A							9.3	A	8.5	A	8.8	A
USGS	422820122032100	2016-09-07	20.1	A	14.8	A	17.4	A							19.9	A	14.9	A	16.9	A	116	A	112	A	113	A									110	A			12.5	A	5.4	A	8.5	A													9.3	A	8.6	A	9.0	A												
USGS	422820122032100	2016-09-08	21.9	A	15.8	A	18.7	A													120	A	114	A	116	A													14.0	A	5.2	A	9.1	A													9.3	A	8.5	A	9.0	A												
USGS	422820122032100	2016-09-09	21.5	A	16.3	A	18.8	A													118	A	114	A	116	A													13.9	A	5.0	A	9.5	A													9.3	A	8.5	A	8.9	A												
USGS	422820122032100	2016-09-10	21.7	A	15.9	A	18.7	A													119	A	116	A	118	A													14.9	A	5.1	A	9.4	A													9.3	A	8.3	A	8.9	A												
USGS	422820122032100	2016-09-11	20.6	A	16.5	A	18.4	A													121	A	116	A	118	A													16.1	A	4.9	A	10.0	A													9.5	A	8.3	A	8.9	A												
USGS	422820122032100	2016-09-12	18.2	A	13.7	A	15.9	A													119	A	110	A	114	A													11.9	A	4.7	A	8.3	A													9.1	A	8.2	A	8.8	A												
USGS	422820122032100	2016-09-13	17.0	A	11.0	A	14.0	A													112	A	109	A	111	A													12.3	A	5.8	A	8.8	A													8.8	A	7.7	A	8.5	A												
USGS	422820122032100	2016-09-14	17.8	A	12.2	A	14.9	A													114	A	112	A	113	A													12.9	A	6.5	A	9.6	A													9.1	A	7.8	A	8.7	A												
USGS	422820122032100	2016-09-15	18.8	A	12.2	A	15.4	A													117	A	113	A	115	A													12.3	A	6.3	A	9.2	A													9.1	A	8.2	A	8.7	A												
USGS	422820122032100	2016-09-16	19.8	A	13.9	A	16.8	A													123	A	117	A	119	A													13.0	A	5.9	A	9.2	A													9.1	A	8.1	A	8.7	A												
USGS	422820122032100	2016-09-17	18.7	A	15.4	A	17.1	A													124	A	121	A	122	A													11.5	A	5.2	A	8.0	A													9.0	A	7.7	A	8.5	A												
USGS	422820122032100	2016-09-18	19.7	A	14.8	A	16.9	A													121	A	92	A	105	A													10.1	A	4.5	A	7.3	A													8.7	A	7.4	A	8.3	A												
USGS	422820122032100	2016-09-19	20.1	A	15.4	A	17.6	A													110	A	99	A	105	A													9.0	A	4.0	A	6.7	A													8.7	A	7.3	A	8.0	A												
USGS	422820122032100	2016-09-20	17.7	A	14.6	A	16.2	A													113	A	102	A	108	A													9.6	A	3.9	A	6.7	A													8.5	A	7.4	A	7.9	A												
USGS	422820122032100	2016-09-21			12.9	A															112	A																																																				
USGS	422820122032100	2016-09-22																																																																								
USGS	422820122032100	2016-09-23																																																																								
USGS	422820122032100	2016-09-24																																																																								
USGS	422820122032100	2016-09-25																																																																								
USGS	422820122032100	2016-09-26																																																																								
USGS	422820122032100	2016-09-27																																																																								
USGS	422820122032100	2016-09-28																																																																								
USGS	422820122032100	2016-09-29																																																																								
USGS	422820122032100	2016-09-30																																																																								
USGS	422820122032100	2016-10-01																																																																								
USGS	422820122032100	2016-10-02																																																																								
USGS	422820122032100	2016-10-03																																																																								
USGS	422820122032100	2016-10-04																																																																								
USGS	422820122032100	2016-10-05																																																																								
USGS	422820122032100	2016-10-06																																																																								
USGS	422820122032100	2016-10-07																																																																								
USGS	422820122032100	2016-10-08																																																																								
USGS	422820122032100	2016-10-09																																																																								
USGS	422820122032100	2016-10-10																																																																								
USGS	422820122032100	2016-10-11																																																																								
USGS	422820122032100	2016-10-12																																																																								
USGS	422820122032100	2016-10-13																																																																								
USGS	422820122032100	2016-10-14																																																																								
USGS	422820122032100	2016-10-15																																																																								
USGS	422820122032100	2016-10-16																																																																								
USGS	422820122032100	2016-10-17																																																																								
USGS	422820122032100	2016-10-18																																																																								
USGS	422820122032100	2016-10-19																																																																								
USGS	422820122032100	2016-10-20																																																																								
USGS	422820122032100	2016-10-21																																																																								
USGS	422820122032100	2016-10-22																																																																								
USGS	422820122032100	2016-10-23																																																																								
USGS	422820122032100	2016-10-24																																																																								
USGS	422820122032100	2016-10-25																																																																								
USGS	422820122032100	2016-10-26																																																																								
USGS	422820122032100	2016-10-27																																																																								
USGS	422820122032100	2016-10-28																																																																								
USGS	422820122032100	2016-10-29																																																																								
USGS	422820122032100	2016-10-30																																																																								
USGS	422820122032100	2016-10-31																																																																								
USGS	422820122032100	2016-11-01																																																																								
USGS	422820122032100	2016-11-02																																																																								
USGS	422820122032100	2016-11-03																																																																								
USGS	422820122032100	2016-11-04																																																																								
USGS	422820122032100	2016-11-05																																																																								
USGS	422820122032100	2016-11-06																																																																								
USGS	422820122032100	2016-11-07																																																																								
USGS	422820122032100	2016-11-08																																																																								
USGS	422820122032100	2016-11-09																																																																								
USGS	422820122032100	2016-11-10																																																																								
USGS	422820122032100	2016-11-11																																																																								
USGS	422820122032100	2016-11-12																																																																								
USGS	422820122032100	2016-11-13																																																																								
USGS	422820122032100	2016-11-14																																																																								
USGS	422820122032100	2016-11-15																																																																								
USGS	422820122032100	2016-11-16																																																																								
USGS	422820122032100	2016-11-17																																																																								
USGS	422820122032100	2016-11-18																																																																								
USGS	422820122032100	2016-11-19																																																																								
USGS	422820122032100	2016-11-20																																																																								
USGS	422820122032100	2016-11-21																																																																								
USGS	422820122032100	2016-11-22																																																																								
USGS	422820122032100	2016-11-23																																																																								
USGS	422820122032100	2016-11-24																																																																								
USGS	422820122032100	2016-11-25																																																																								
USGS	422820122032100	2016-11-26																																																																								
USGS	422820122032100	2016-11-27																																																																								
USGS	422820122032100	2016-11-28																																																																								
USGS	422820122032100	2016-11-29																																																																								
USGS	422820122032100	2016-11-30																																																																								
USGS	422820122032100	2016-12-01																																																																								
USGS	422820122032100	2016-12-02																																																																								
USGS	422820122032100	2016-12-03																																																																								
USGS	422820122032100	2016-12-04																																																																								
USGS	422820122032100	2016-12-05																																																																								
USGS	422820122032100	2016-12-06																																																																								
USGS	422820122032100	2016-12-07																																																																								
USGS	422820122032100	2016-12-08																																																																								
USGS	422820122032100	2016-12-09																																																																								
USGS	422820122032100	2016-12-10																																																																								
USGS	422820122032100	2016-12-11																																																																								
USGS	422820122032100	2016-12-12																																																																								
USGS	422820122032100	2016-12-13																																																																								
USGS	422820122032100	2016-12-14																																																																								
USGS	422820122032100	2016-12-15																																																																								
USGS	422820122032100	2016-12-16																																																																								
USGS	422820122032100	2016-12-17																																																																								
USGS	422820122032100	2016-12-18																																																																								
USGS	422820122032100	2016-12-19																																																																								
USGS	422820122032100	2016-12-20																																																																								
USGS	422820122032100	2016-12-21																																																																								
USGS	422820122032100	2016-12-22																																																																								
USGS	422820122032100	2016-12-23																																																																								
USGS	422820122032100	2016-12-24																																																																								
USGS	422820122032100	2016-12-25																																																																								
USGS	422820122032100	2016-12-26																																																																								
USGS	422820122032100	2016-12-27																																																																								
USGS	422820122032100	2016-12-28																																																																								
USGS	422820122032100	2016-12-29																																																																								
USGS	422820122032100	2016-12-30																																																																								
USGS	422820122032100	2016-12-31																																																																								
USGS	422820122032100	2017-01-01																																																																								
USGS	422820122032100	2017-01-02																																																																								
USGS	422820122032100	2017-01-03																																																																								
USGS	422820122032100	2017-01-04																																																																								
USGS	422820122032100	2017-01-05																																																																								
USGS	422820122032100	2017-01-06																																																																								
USGS	422820122032100	2017-01-07																																																																								
USGS	422820122032100	2017-01-08																																																																								
USGS	422820122032100	2017-01-09																																																																								
USGS	422820122032100	2017-01-10																																																																								
USGS	422820122032100	2017-01-11																																																																								
USGS	422820122032100	2017-01-12																																																																								
USGS	422820122032100	2017-01-13																																																																								
USGS	422820122032100	2017-01-14																																																																								
USGS	422820122032100	2017-01-15																																																																								
USGS	422820122032100	2017-01-16																																																																								
USGS	422820122032100	2017-01-17																																																																								
USGS	422820122032100	2017-01-18																																																																								
USGS	422820122032100	2017-01-19																																																																								
USGS	422820122032100	2017-01-20																																																																								
USGS	422820122032100	2017-01-21																																																																								
USGS	422820122032100	2017-01-22																																																																								
USGS	422820122032100	2017-01-23																																																																								
USGS	422820122032100	2017-01-24																																																																								
USGS	422820122032100	2017-01-25																																																																								
USGS	422820122032100	2017-01-26																																																																								
USGS	422820122032100	2017-01-27																																																																								
USGS	422820122032100	2017-01-28																																																																								
USGS	422820122032100	2017-01-29																																																																								
USGS	422820122032100	2017-01-30																																																																								
USGS	422820122032100	2017-01-31																																																																								
USGS	422820122032100	2017-02-01																																																																								
USGS	422820122032100	2017-02-02																																																																								
USGS	422820122032100	2017-02-03																																																																								
USGS	422820122032100	2017-02-04																																																																								
USGS	422820122032100	2017-02-05																																																																								
USGS	422820122032100	2017-02-06																																																																								
USGS	422820122032100	2017-02-07																																																																								
USGS	422820122032100	2017-02-08																																																																								
USGS	422820122032100	2017-02-09																																																																								
USGS	422820122032100	2017-02-10																																																																								
USGS	422820122032100	2017-02-11																																																																								
USGS	422820122032100	2017-02-12																																																																								
USGS	422820122032100	2017-02-13																																																																								
USGS	422820122032100	2017-02-14																																																																								
USGS	422820122032100	2017-02-15																																																																								
USGS	422820122032100	2017-02-16																																																																								
USGS	422820122032100	2017-02-17																																																																								
USGS	422820122032100	2017-02-18																																																																								
USGS	422820122032100	2017-02-19																																																																								
USGS	422820122032100	2017-02-20																																																																								
USGS	422820122032100	2017-02-21																																																																								
USGS	422820122032100	2017-02-22																																																																								
USGS	422820122032100	2017-02-23																																																																								
USGS	422820122032100	2017-02-24																																																																								
USGS	422820122032100	2017-02-25																																																																								
USGS	422820122032100	2017-02-26																																																																								
USGS	422820122032100	2017-02-27																																																																								
USGS	422820122032100	2017-02-28																																																																								
USGS	422820122032100	2017-03-01																																																																								
USGS	422820122032100	2017-03-02																																																																								
USGS	422820122032100	2017-03-03																																																																								
USGS	422820122032100	2017-03-04																																																																								
USGS	422820122032100	2017-03-05																																																																								
USGS	422820122032100	2017-03-06																																																																								
USGS	422820122032100	2017-03-07																																																																								
USGS	422820122032100	2017-03-08																																																																								
USGS	422820122032100	2017-03-09																																																																								
USGS	422820122032100	2017-03-10																																																																								
USGS	422820122032100	2017-03-11																																																																								
USGS	422820122032100	2017-03-12																																																																								
USGS	422820122032100	2017-03-13																																																																								
USGS	422820122032100	2017-03-14																																																																								
USGS	422820122032100	2017-03-15																																																																								
USGS	422820122032100	2017-03-16																																																																								
USGS	422820122032100	2017-03-17																																																																								
USGS	422820122032100	2017-03-18																																																																								
USGS	422820122032100	2017-03-19																																																																								
USGS	422820122032100	2017-03-20																																																																								
USGS	422820122032100	2017-03-21																																																																								
USGS	422820122032100	2017-03-22																																																																								
USGS	422820122032100	2017-03-23																																																																								
USGS	422820122032100	2017-03-24																																																																								
USGS	422820122032100	2017-03-25																																																																								
USGS	422820122032100	2017-03-26																																																																								
USGS	422820122032100	2017-03-27																																																																								
USGS	422820122032100	2017-03-28																																																																								
USGS	422820122032100	2017-03-29																																																																								
USGS	422820122032100	2017-03-30																																																																								
USGS	422820122032100	2017-03-31																																																																								
USGS	422820122032100	2017-04-01																																																																								
USGS	422820122032100	2017-04-02																																																																								
USGS	422820122032100	2017-04-03																																																																								
USGS	422820122032100	2017-04-04																																																																								
USGS	422820122032100	2017-04-05																																																																								
USGS	422820122032100	2017-04-06																																																																								
USGS	422820122032100	2017-04-07																																																																								
USGS	422820122032100	2017-04-08																																																																								
USGS	422820122032100	2017-04-09																																																																								
USGS	422820122032100	2017-04-10																																																																								
USGS	422820122032100	2017-04-11																																																																								
USGS	422820122032100	2017-04-12																																																																								
USGS	422820122032100	2017-04-13																																																																								
USGS	422820122032100	2017-04-14																																																																								
USGS	422820122032100	2017-04-15																																																																								
USGS	422820122032100	2017-04-16																																																																								
USGS	422820122032100	2017-04-17																																																																								
USGS	422820122032100	2017-04-18																																																																								
USGS	422820122032100	2017-04-19																																																																								
USGS	422820122032100	2017-04-20																																																																								
USGS	422820122032100	2017-04-21																																																																								
USGS	422820122032100	2017-04-22																																																																								
USGS	422820122032100	2017-04-23																																																																								
USGS	422820122032100	2017-04-24																																																																								
USGS	422820122032100	2017-04-25																																																																								
USGS	422820122032100	2017-04-26																																																																								
USGS	422820122032100	2017-04-27																																																																								
USGS	422820122032100	2017-04-28																																																																								
USGS	422820122032100	2017-04-29																																																																								
USGS	422820122032100	2017-04-30																																																																								
USGS	422820122032100	2017-05-01																																																																								
USGS	422820122032100	2017-05-02																																																																								
USGS	422820122032100	2017-05-03																																																																								
USGS	422820122032100	2017-05-04																																																																								
USGS	422820122032100	2017-05-05																																																																								
USGS	422820122032100	2017-05-06																																																																								
USGS	422820122032100	2017-05-07																																																																								
USGS	422820122032100	2017-05-08																																																																								
USGS	422820122032100	2017-05-09																																																																								
USGS	422820122032100	2017-05-10																																																																								
USGS	422820122032100	2017-05-11																																																																								
USGS	422820122032100	2017-05-12																																																																								
USGS	422820122032100	2017-05-13																																																																								
USGS	422820122032100	2017-05-14																																																																								
USGS	422820122032100	2017-05-15																																																																								
USGS	422820122032100	2017-05-16																																																																								
USGS	422820122032100	2017-05-17																																																																								
USGS	422820122032100	2017-05-18																																																																								
USGS	422820122032100	2017-05-19																																																																								
USGS	422820122032100	2017-05-20																																																																								
USGS	422820122032100	2017-05-21																																																																								
USGS	422820122032100	2017-05-22																																																																								
USGS	422820122032100	2017-05-23																																																																								
USGS	422820122032100	2017-05-24																																																																								
USGS	422820122032100	2017-05-25																																																																								
USGS	422820122032100	2017-05-26																																																																								
USGS	422820122032100	2017-05-27																																																																								
USGS	422820122032100	2017-05-28																																																																								
USGS	422820122032100	2017-05-29																																																																								
USGS	422820122032100	2017-05-30																																																																								
USGS	422820122032100	2017-05-31																																																																								
USGS	422820122032100	2017-06-01																																																																								
USGS	422820122032100	2017-06-02																																																																								
USGS	422820122032100	2017-06-03																																																																								
USGS	422820122032100	2017-06-04																																																																								
USGS	422820122032100	2017-06-05																																																																								
USGS	422820122032100	2017-06-06																																																																								
USGS	422820122032100	2017-06-07																																																																								
USGS	422820122032100	2017-06-08																																																																								
USGS	422820122032100	2017-06-09																																																																								
USGS	422820122032100	2017-06-10																																																																								
USGS	422820122032100	2017-06-11																																																																								
USGS	422820122032100	2017-06-12																																																																								
USGS	422820122032100	2017-06-13																																																																								
USGS	422820122032100	2017-06-14																																																																								
USGS	422820122032100	2017-06-15																																																																								
USGS	422820122032100	2017-06-16																																																																								
USGS	422820122032100	2017-06-17																																																																								
USGS	422820122032100	2017-06-18																																																																								
USGS	422820122032100	2017-06-19																																																																								
USGS	422820122032100	2017-06-20																																																																								
USGS	422820122032100	2017-06-21																																																																								
USGS	422820122032100	2017-06-22																																																																								
USGS	422820122032100	2017-06-23																																																																								
USGS	422820122032100	2017-06-24																																																																								
USGS	422820122032100	2017-06-25																																																																								
USGS	422820122032100	2017-06-26																																																																								
USGS	422820122032100	2017-06-27																																																																								
USGS	422820122032100	2017-06-28	24.1	A:[4]	21.1	A:[4]									21.8	A:[4]	20.8	A:[4]																																			9.6	A:[4]																				
USGS	422820122032100	2017-06-29	25.1	A	19.9	A	22.0	A							23.4	A	19.5	A	20.9	A	101	A:[4]	90	A:[4]	95	A:[4]													15.0	A	9.3	A	11.2	A							14.5	A	9.2	A	11.1	A	9.6	A	9.0	A	9.3	A							9.7	A	9.0	A	9.2	A
USGS	422820122032100	2017-06-30	27.6	A	19.6	A	23.0	A							24.3	A	19.3	A	21.4	A																			22.6	A	9.8	A	14.9	A							18.3	A	9.4	A	11.1	A	10.4	A	9.2	A	9.6	A							10.1	A	9.0	A	9.2	A
USGS	422820122032100	2017-07-01	25.3	A	20.4	A	22.0	A							22.6	A	19.8	A	20.9	A																			15.0	A	8.6	A	11.0	A							14.2	A	8.4	A	9.5	A	9.8	A	8.6	A	9.2	A							9.6	A	8.2	A	9.1	A
USGS	422820122032100	2017-07-02	28.3	A	20.5	A	22.9	A							22.7	A	19.4	A	20.9	A																			20.2	A	7.5	A	12.7	A							13.5	A	6.9	A	9.1	A	10.3	A	9.0	A	9.5	A							9.8	A	8.5	A	9.0	A
USGS	422820122032100	2017-07-03	27.5	A	20.5	A	24.4	A							27.1	A	20.4	A	23.2	A													112	A:[4]	97	A:[4]	102	A:[4]	16.4	A	7.5	A	12.4	A							16.2	A	5.2	A	10.9	A	9.9	A	9.0	A	9.7	A							9.9	A	8.4	A	9.5	A
USGS	422820122032100	2017-07-04	26.8	A	20.2	A	23.4	A							25.7	A	20.2	A	22.7	A													107	A	97	A	100	A	16.6	A	7.5	A	11.3	A							13.8	A	6.4	A	9.8	A	10.0	A	8.9	A	9.4	A							9.8	A	8.3	A	9.1	A
USGS	422820122032100	2017-07-05	26.6	A	23.2	A	24.9	A							26.0	A	22.9	A	24.6	A													126	A	101	A	109	A	19.9	A	9.7	A	14.7	A							18.8	A	9.5	A	13.5	A	10.3	A	9.4	A	9.9	A							10.2	A	9.4	A	9.9	A
USGS	422820122032100	2017-07-06	27.8	A	22.8	A	24.9	A							27.6	A	22.4	A	24.0	A													135	A	99	A	106	A	19.6	A	9.6	A	13.9	A							18.3	A	9.0	A	11.9	A	10.3	A	9.4	A	9.9	A							10.2	A	9.3	A	9.6	A
USGS	422820122032100	2017-07-07	26.3	A	22.1	A	23.8	A							25.1	A	22.1	A	22.9	A													109	A	97	A	100	A	19.1	A	7.7	A	11.5	A							15.3	A	6.4	A	9.5	A	10.2	A	9.3	A	9.4	A							9.9	A	8.4	A	9.4	A
