agency_cd	site_no	datetime	115688_00010_00001	115688_00010_00001_cd	115689_00010_00002	115689_00010_00002_cd	115690_00010_00003	115690_00010_00003_cd	115691_00400_00001	115691_00400_00001_cd	115692_00400_00002	115692_00400_00002_cd	115694_00400_00008	115694_00400_00008_cd	115695_00095_00001	115695_00095_00001_cd	115696_00095_00002	115696_00095_00002_cd	115697_00095_00003	115697_00095_00003_cd	115698_00300_00001	115698_00300_00001_cd	115699_00300_00002	115699_00300_00002_cd	115700_00300_00003	115700_00300_00003_cd	249362_95202_00001	249362_95202_00001_cd	249363_95202_00003	249363_95202_00003_cd	249364_95202_00002	249364_95202_00002_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	422719121571400	2013-07-23	25.2	A	23.1	A	23.9	A	9.7	A	9.3	A	9.6	A	120	A	116	A	118	A	13.1	A	8.1	A	10.8	A	772791	A	352375	A	105525	A
USGS	422719121571400	2013-07-24	24.9	A	23.0	A	23.9	A	9.8	A	9.4	A	9.6	A	121	A	113	A	117	A	13.3	A	8.2	A	10.7	A	598874	A	279841	A	91518	A
USGS	422719121571400	2013-07-25	24.9	A	23.0	A	23.9	A	9.9	A	9.6	A	9.7	A	122	A	116	A	118	A	15.2	A	9.3	A	12.2	A	942251	A	493885	A	113914	A
USGS	422719121571400	2013-07-26	26.5	A	24.0	A	24.8	A	9.9	A	9.2	A	9.6	A	121	A	111	A	115	A	16.3	A	7.3	A	11.5	A	1308960	A	464520	A	58264	A
USGS	422719121571400	2013-07-27	25.4	A	23.2	A	24.1	A	9.7	A	9.1	A	9.5	A	117	A	100	A	111	A	14.6	A	4.3	A	10.2	A	968933	A	480729	A	147853	A
USGS	422719121571400	2013-07-28	24.3	A	22.7	A	23.5	A	9.9	A	9.3	A	9.6	A	119	A	109	A	113	A	15.3	A	7.8	A	10.9	A	536170	A	261570	A	102439	A
USGS	422719121571400	2013-07-29	23.7	A	21.4	A	22.3	A	10.0	A	9.6	A	9.8	A	117	A	112	A	115	A	13.9	A	8.4	A	11.0	A	617891	A	283750	A	88953	A
USGS	422719121571400	2013-07-30	22.8	A	20.7	A	21.5	A	10.0	A	9.7	A	9.8	A	117	A	109	A	112	A	14.3	A	8.7	A	10.8	A	516891	A	251312	A	135665	A
USGS	422719121571400	2013-07-31																			13.0	A	7.6	A	10.6	A						
USGS	422719121571400	2013-08-01	21.3	A	20.1	A	20.7	A	9.8	A	9.5	A	9.8	A	117	A	113	A	115	A	11.8	A	7.5	A	10.2	A	804049	A	508159	A	265132	A
USGS	422719121571400	2013-08-02	20.4	A	18.6	A	19.4	A	9.9	A	9.4	A	9.7	A	119	A	110	A	115	A	14.4	A	6.3	A	10.4	A	1048720	A	523728	A	211445	A
USGS	422719121571400	2013-08-03	21.5	A	19.3	A	20.3	A	9.9	A	9.4	A	9.7	A	121	A	113	A	117	A	14.9	A	8.9	A	12.5	A	1166400	A	748454	A	428150	A
USGS	422719121571400	2013-08-04	21.8	A	20.2	A	20.8	A	9.8	A	9.4	A	9.7	A	119	A	116	A	117	A	16.2	A	9.9	A	13.6	A	1126040	A	637299	A	376313	A
USGS	422719121571400	2013-08-05	23.1	A	20.5	A	21.3	A	9.9	A	9.4	A	9.6	A	120	A	115	A	117	A	17.2	A	9.2	A	13.3	A	1805200	A	534427	A	187397	A
USGS	422719121571400	2013-08-06	23.0	A	21.7	A	22.1	A	10.0	A	8.9	A	9.6	A	122	A	115	A	118	A	17.7	A	4.7	A	11.9	A	2096720	A:e	860029	A:e	231980	A
USGS	422719121571400	2013-08-07	21.9	A	19.6	A	21.0	A	9.5	A	7.6	A	8.6	A	122	A	109	A	115	A	9.6	A	2.2	A	4.7	A	2128380	A:>	1044833	A:e	137518	A
