agency_cd	site_no	datetime	149696_62614_00003	149696_62614_00003_cd	149697_00010_00001	149697_00010_00001_cd	149698_00010_00002	149698_00010_00002_cd	149699_00010_00003	149699_00010_00003_cd
USGS	12439000	2017-11-13	910.51	A	7.9	A	7.4	A	7.7	A
USGS	12439000	2017-11-14	910.53	A	8.0	A	7.4	A	7.7	A
USGS	12439000	2017-11-15	910.54	A	8.0	A	7.5	A	7.7	A
USGS	12439000	2017-11-16	910.51	A	8.2	A	7.4	A	7.8	A
USGS	12439000	2017-11-17	910.45	A	7.6	A	7.1	A	7.4	A
USGS	12439000	2017-11-18	910.39	A	7.2	A	6.6	A	6.9	A
USGS	12439000	2017-11-19	910.32	A	7.2	A	6.7	A	7.0	A
USGS	12439000	2017-11-20	910.28	A	7.3	A	6.7	A	7.0	A
USGS	12439000	2017-11-21	910.23	A	7.0	A	6.5	A	6.8	A
USGS	12439000	2017-11-22	910.19	A	7.6	A	6.9	A	7.2	A
USGS	12439000	2017-11-23	910.15	A	8.2	A	7.4	A	7.7	A
USGS	12439000	2017-11-24	910.11	A	7.8	A	7.0	A	7.4	A
USGS	12439000	2017-11-25	910.06	A	7.7	A	7.0	A	7.2	A
USGS	12439000	2017-11-26	910.02	A	7.5	A	7.0	A	7.2	A
USGS	12439000	2017-11-27	910.00	A	7.1	A	6.5	A	6.8	A
USGS	12439000	2017-11-28	909.95	A	6.7	A	6.3	A	6.4	A
USGS	12439000	2017-11-29	909.93	A	7.0	A	6.0	A	6.5	A
USGS	12439000	2017-11-30	909.89	A	6.8	A	6.0	A	6.5	A
USGS	12439000	2017-12-01	909.86	A	6.7	A	6.1	A	6.4	A
USGS	12439000	2017-12-02	909.84	A	6.5	A	5.8	A	6.0	A
USGS	12439000	2017-12-03	909.82	A	6.0	A	4.9	A	5.4	A
USGS	12439000	2017-12-04	909.78	A	5.3	A	4.6	A	5.1	A
USGS	12439000	2017-12-05	909.74	A	5.2	A	4.6	A	5.0	A
USGS	12439000	2017-12-06	909.71	A	5.0	A	4.2	A	4.7	A
USGS	12439000	2017-12-07	909.68	A	4.9	A	4.2	A	4.6	A
USGS	12439000	2017-12-08	909.67	A	5.3	A	3.9	A	4.8	A
USGS	12439000	2017-12-09	909.65	A	4.6	A	3.0	A	4.0	A
USGS	12439000	2017-12-10	909.65	A	5.0	A	4.4	A	4.8	A
USGS	12439000	2017-12-11	909.64	A	5.1	A	3.6	A	4.8	A
USGS	12439000	2017-12-12	909.63	A	4.9	A	3.3	A	4.3	A
USGS	12439000	2017-12-13	909.62	A	4.8	A	3.6	A	4.1	A
USGS	12439000	2017-12-14	909.60	A	4.8	A	3.9	A	4.3	A
USGS	12439000	2017-12-15	909.59	A	4.9	A	4.0	A	4.6	A
USGS	12439000	2017-12-16	909.58	A	4.9	A	4.2	A	4.6	A
USGS	12439000	2017-12-17	909.57	A	4.5	A	3.7	A	4.0	A
USGS	12439000	2017-12-18	909.57	A	5.0	A	4.1	A	4.5	A
USGS	12439000	2017-12-19	909.59	A	4.7	A	3.5	A	4.0	A
USGS	12439000	2017-12-20	909.60	A	3.8	A	2.2	A	2.9	A
USGS	12439000	2017-12-21	909.57	A	3.8	A	2.0	A	3.2	A
USGS	12439000	2017-12-22	909.58	A	4.1	A	1.3	A	3.0	A
USGS	12439000	2017-12-23	909.56	A	2.2	A	0.7	A	1.0	A
USGS	12439000	2017-12-24	909.53	A	3.5	A	1.9	A	2.7	A
USGS	12439000	2017-12-25	909.52	A	2.7	A	2.1	A	2.5	A
USGS	12439000	2017-12-26	909.50	A	2.3	A	1.9	A	2.2	A
USGS	12439000	2017-12-27	909.49	A	2.5	A	2.0	A	2.2	A
USGS	12439000	2017-12-28	909.49	A	2.3	A	2.0	A	2.2	A
USGS	12439000	2017-12-29	909.49	A	2.0	A	1.9	A	2.0	A
USGS	12439000	2017-12-30	909.50	A	2.0	A	1.7	A	1.9	A
USGS	12439000	2017-12-31	909.50	A	1.9	A	1.8	A	1.8	A
USGS	12439000	2018-01-01	909.49	A	1.9	A	1.7	A	1.8	A
