agency_cd	site_no	datetime	149696_62614_00003	149696_62614_00003_cd	149697_00010_00001	149697_00010_00001_cd	149698_00010_00002	149698_00010_00002_cd	149699_00010_00003	149699_00010_00003_cd
USGS	12439000	2013-12-20	909.51	A	0.7	A	0.4	A	0.6	A
USGS	12439000	2013-12-21	909.51	A	0.6	A	0.4	A	0.5	A
USGS	12439000	2013-12-22	909.51	A	0.5	A	0.4	A	0.4	A
USGS	12439000	2013-12-23	909.50	A	0.5	A	0.4	A	0.4	A
USGS	12439000	2013-12-24	909.50	A	0.5	A	0.4	A	0.5	A
USGS	12439000	2013-12-25	909.49	A	0.5	A	0.4	A	0.4	A
USGS	12439000	2013-12-26	909.48	A	0.5	A	0.4	A	0.4	A
USGS	12439000	2013-12-27	909.48	A	0.5	A	0.3	A	0.4	A
USGS	12439000	2013-12-28	909.48	A	0.5	A	0.3	A	0.4	A
USGS	12439000	2013-12-29	909.47	A	0.5	A	0.3	A	0.4	A
USGS	12439000	2013-12-30	909.47	A	0.5	A	0.4	A	0.5	A
USGS	12439000	2013-12-31	909.47	A	0.6	A	0.4	A	0.5	A
USGS	12439000	2014-01-01	909.48	A	0.6	A	0.5	A	0.5	A
USGS	12439000	2014-01-02	909.48	A	0.5	A	0.4	A	0.5	A
USGS	12439000	2014-01-03	909.49	A	0.7	A	0.4	A	0.5	A
USGS	12439000	2014-01-04	909.49	A	0.7	A	0.5	A	0.6	A
USGS	12439000	2014-01-05	909.49	A	0.7	A	0.4	A	0.6	A
USGS	12439000	2014-01-06	909.50	A	0.7	A	0.5	A	0.6	A
USGS	12439000	2014-01-07	909.50	A	0.6	A	0.4	A	0.5	A
USGS	12439000	2014-01-08	909.50	A	0.6	A	0.4	A	0.5	A
USGS	12439000	2014-01-09	909.51	A	0.6	A	0.4	A	0.5	A
USGS	12439000	2014-01-10	909.51	A	0.5	A	0.4	A	0.5	A
USGS	12439000	2014-01-11	909.53	A	0.9	A	0.3	A	0.6	A
USGS	12439000	2014-01-12	909.52	A	1.0	A	0.6	A	0.8	A
USGS	12439000	2014-01-13	909.52	A	1.2	A	0.7	A	0.9	A
USGS	12439000	2014-01-14	909.52	A	1.2	A	0.7	A	1.0	A
USGS	12439000	2014-01-15	909.51	A	1.4	A	0.8	A	1.1	A
USGS	12439000	2014-01-16	909.51	A	1.1	A	0.7	A	0.9	A
USGS	12439000	2014-01-17	909.50	A	0.9	A	0.7	A	0.8	A
USGS	12439000	2014-01-18	909.49	A	1.1	A	0.7	A	0.9	A
USGS	12439000	2014-01-19	909.49	A	1.1	A	0.7	A	0.9	A
USGS	12439000	2014-01-20	909.48	A	1.2	A	0.7	A	1.0	A
USGS	12439000	2014-01-21	909.48	A	1.1	A	0.8	A	1.0	A
USGS	12439000	2014-01-22	909.48	A	1.2	A	0.8	A	0.9	A
USGS	12439000	2014-01-23	909.48	A	1.2	A	0.8	A	1.0	A
USGS	12439000	2014-01-24	909.48	A	1.2	A	0.8	A	1.0	A
USGS	12439000	2014-01-25	909.48	A	1.2	A	0.9	A	1.0	A
USGS	12439000	2014-01-26	909.48	A	1.0	A	0.8	A	0.9	A
USGS	12439000	2014-01-27	909.48	A	1.2	A	0.8	A	0.9	A
USGS	12439000	2014-01-28	909.48	A	1.3	A	0.8	A	1.1	A
USGS	12439000	2014-01-29	909.49	A	1.1	A	0.9	A	1.1	A
USGS	12439000	2014-01-30	909.50	A	1.1	A	0.9	A	1.0	A
USGS	12439000	2014-01-31	909.50	A	1.0	A	0.8	A	1.0	A
USGS	12439000	2014-02-01	909.50	A	1.0	A	0.9	A	1.0	A
USGS	12439000	2014-02-02	909.49	A	1.0	A	0.8	A	0.9	A
USGS	12439000	2014-02-03	909.49	A	0.9	A	0.8	A	0.9	A
USGS	12439000	2014-02-04	909.48	A	0.9	A	0.7	A	0.8	A
USGS	12439000	2014-02-05	909.47	A	0.9	A	0.7	A	0.8	A
USGS	12439000	2014-02-06	909.46	A	0.8	A	0.6	A	0.7	A
USGS	12439000	2014-02-07	909.46	A	0.7	A	0.6	A	0.7	A
USGS	12439000	2014-02-08	909.46	A	0.6	A	0.5	A	0.6	A
USGS	12439000	2014-02-09	909.46	A	0.6	A	0.4	A	0.5	A
USGS	12439000	2014-02-10	909.45	A	0.5	A	0.4	A	0.4	A
USGS	12439000	2014-02-11	909.46	A	0.5	A	0.4	A	0.4	A
USGS	12439000	2014-02-12	909.49	A	0.5	A	0.4	A	0.5	A
USGS	12439000	2014-02-13	909.49	A	0.6	A	0.4	A	0.5	A
USGS	12439000	2014-02-14	909.51	A	0.8	A	0.5	A	0.6	A
USGS	12439000	2014-02-15	909.56	A	1.0	A	0.6	A	0.8	A
USGS	12439000	2014-02-16	909.61	A	1.4	A	0.7	A	1.0	A
USGS	12439000	2014-02-17	909.57	A	1.2	A	0.8	A	1.0	A
USGS	12439000	2014-02-18	909.55	A	1.1	A	0.8	A	0.9	A
USGS	12439000	2014-02-19	909.58	A	1.8	A	0.8	A	1.3	A
USGS	12439000	2014-02-20	909.61	A	1.9	A	0.8	A	1.4	A
USGS	12439000	2014-02-21	909.64	A	1.8	A	1.1	A	1.5	A
USGS	12439000	2014-02-22	909.66	A	1.8	A	1.4	A	1.6	A
USGS	12439000	2014-02-23	909.69	A	1.6	A	1.4	A	1.5	A
USGS	12439000	2014-02-24	909.71	A	1.8	A	1.4	A	1.6	A
USGS	12439000	2014-02-25	909.72	A	1.5	A	1.2	A	1.3	A
USGS	12439000	2014-02-26	909.72	A	1.3	A	1.1	A	1.2	A
USGS	12439000	2014-02-27	909.71	A	1.3	A	1.1	A	1.2	A
USGS	12439000	2014-02-28	909.71	A	1.2	A	1.0	A	1.1	A
USGS	12439000	2014-03-01	909.70	A	1.1	A	0.9	A	1.0	A
USGS	12439000	2014-03-02	909.70	A	1.1	A	0.9	A	1.0	A
USGS	12439000	2014-03-03	909.71	A	1.1	A	0.9	A	1.0	A
USGS	12439000	2014-03-04	909.71	A	1.1	A	0.9	A	1.0	A
USGS	12439000	2014-03-05	909.72	A	1.1	A	0.8	A	1.0	A
USGS	12439000	2014-03-06	909.75	A	2.3	A	0.9	A	1.5	A
USGS	12439000	2014-03-07	909.75	A	2.8	A	1.5	A	2.0	A
USGS	12439000	2014-03-08	909.74	A	3.1	A	1.7	A	2.3	A
USGS	12439000	2014-03-09	909.73	A	6.0	A	2.1	A	3.7	A
USGS	12439000	2014-03-10	909.73	A	6.2	A	3.4	A	4.4	A
USGS	12439000	2014-03-11	909.76	A	6.8	A	3.7	A	5.3	A
USGS	12439000	2014-03-12	909.81	A	6.4	A	4.8	A	5.4	A
USGS	12439000	2014-03-13	909.85	A	6.0	A	4.0	A	4.9	A
USGS	12439000	2014-03-14	909.88	A	5.8	A	4.1	A	4.8	A
USGS	12439000	2014-03-15	909.90	A	5.8	A	3.8	A	4.7	A
USGS	12439000	2014-03-16	909.93	A	6.9	A	4.0	A	5.2	A
USGS	12439000	2014-03-17	909.95	A	8.0	A	4.7	A	5.9	A
USGS	12439000	2014-03-18	909.96	A	7.4	A	3.9	A	5.2	A
USGS	12439000	2014-03-19	910.01	A	6.8	A	4.6	A	5.2	A
USGS	12439000	2014-03-20	910.05	A	6.4	A	4.3	A	5.2	A
USGS	12439000	2014-03-21	910.06	A	8.0	A	4.1	A	5.5	A
USGS	12439000	2014-03-22	910.08	A	6.1	A	4.9	A	5.4	A
USGS	12439000	2014-03-23	910.09	A	7.9	A	4.3	A	5.9	A
USGS	12439000	2014-03-24	910.09	A	7.3	A	5.0	A	6.0	A
USGS	12439000	2014-03-25	910.08	A	6.0	A	5.0	A	5.5	A
USGS	12439000	2014-03-26	910.08	A	6.9	A	4.7	A	5.5	A
USGS	12439000	2014-03-27	910.09	A	7.7	A	5.5	A	6.3	A
USGS	12439000	2014-03-28	910.08	A	5.8	A	5.0	A	5.4	A
USGS	12439000	2014-03-29	910.08	A	6.9	A	5.2	A	5.8	A
USGS	12439000	2014-03-30	910.09	A	8.2	A	5.2	A	6.1	A
USGS	12439000	2014-03-31	910.09	A	9.0	A	5.2	A	6.6	A
USGS	12439000	2014-04-01	910.09	A	11.0	A	6.0	A	7.6	A
USGS	12439000	2014-04-02	910.08	A	10.4	A	6.6	A	8.2	A
USGS	12439000	2014-04-03	910.07	A	8.8	A	6.2	A	7.7	A
USGS	12439000	2014-04-04	910.06	A	10.6	A	5.8	A	7.3	A
USGS	12439000	2014-04-05	910.07	A	8.4	A	6.2	A	7.1	A
USGS	12439000	2014-04-06	910.07	A	10.1	A	5.8	A	7.5	A
USGS	12439000	2014-04-07	910.07	A	9.4	A	6.5	A	7.9	A
USGS	12439000	2014-04-08	910.09	A	9.1	A	6.6	A	7.7	A
USGS	12439000	2014-04-09	910.19	A	8.8	A	6.5	A	7.6	A
USGS	12439000	2014-04-10	910.21	A	10.1	A	7.1	A	8.2	A
USGS	12439000	2014-04-11	910.25	A	13.1	A	8.1	A	9.8	A
USGS	12439000	2014-04-12	910.30	A	11.6	A	8.7	A	9.8	A
USGS	12439000	2014-04-13	910.30	A	12.4	A	8.0	A	9.8	A
USGS	12439000	2014-04-14	910.32	A	9.9	A	8.1	A	8.9	A
USGS	12439000	2014-04-15	910.38	A	11.4	A	7.9	A	9.3	A
USGS	12439000	2014-04-16	910.40	A	10.7	A	8.4	A	9.3	A
USGS	12439000	2014-04-17	910.42	A	10.2	A	8.8	A	9.4	A
USGS	12439000	2014-04-18	910.45	A	13.1	A	8.6	A	10.3	A
USGS	12439000	2014-04-19	910.46	A	10.5	A	9.0	A	9.6	A
USGS	12439000	2014-04-20	910.47	A	11.1	A	8.7	A	9.5	A
USGS	12439000	2014-04-21	910.47	A	9.7	A	8.5	A	9.2	A
USGS	12439000	2014-04-22	910.51	A	9.9	A	9.0	A	9.4	A
USGS	12439000	2014-04-23	910.55	A	12.5	A	8.5	A	10.1	A
USGS	12439000	2014-04-24	910.53	A	10.6	A	9.8	A	10.4	A
USGS	12439000	2014-04-25	910.56	A	12.3	A	9.6	A	10.6	A
USGS	12439000	2014-04-26	910.62	A	12.9	A	9.9	A	11.1	A
USGS	12439000	2014-04-27	910.66	A	11.6	A	10.5	A	11.0	A
USGS	12439000	2014-04-28	910.69	A	12.7	A	10.1	A	10.8	A
USGS	12439000	2014-04-29	910.73	A	11.8	A	10.1	A	10.8	A
USGS	12439000	2014-04-30	910.78	A	13.8	A	9.7	A	11.0	A
USGS	12439000	2014-05-01	910.83	A	17.0	A	10.5	A	12.3	A
USGS	12439000	2014-05-02	910.85	A	13.6	A	11.6	A	12.2	A
USGS	12439000	2014-05-03	910.88	A	14.7	A	11.9	A	13.2	A
USGS	12439000	2014-05-04	910.89	A	15.4	A	13.2	A	14.3	A
USGS	12439000	2014-05-05	910.90	A	15.5	A	13.5	A	14.2	A
USGS	12439000	2014-05-06	910.93	A	16.3	A	12.8	A	14.4	A
USGS	12439000	2014-05-07	911.01	A	17.5	A	13.4	A	15.1	A
USGS	12439000	2014-05-08	911.14	A	15.4	A	12.0	A	13.9	A
USGS	12439000	2014-05-09	911.31	A	14.8	A	12.0	A	13.3	A
USGS	12439000	2014-05-10	911.50	A	16.6	A	13.5	A	14.7	A
USGS	12439000	2014-05-11	911.64	A	16.4	A	13.9	A	15.0	A
USGS	12439000	2014-05-12	911.71	A	15.0	A	13.3	A	14.0	A
USGS	12439000	2014-05-13	911.76	A	18.3	A	13.4	A	15.4	A
USGS	12439000	2014-05-14	911.81	A	19.4	A	14.9	A	16.1	A
USGS	12439000	2014-05-15	911.88	A	18.2	A	15.1	A	16.5	A
USGS	12439000	2014-05-16	912.04	A	18.9	A	17.3	A	17.9	A
USGS	12439000	2014-05-17	912.27	A	18.1	A	15.2	A	16.9	A
USGS	12439000	2014-05-18	912.60	A	17.1	A	14.7	A	15.9	A
USGS	12439000	2014-05-19	912.84	A	18.7	A	15.5	A	16.7	A
USGS	12439000	2014-05-20	912.90	A	21.4	A	15.5	A	17.6	A
USGS	12439000	2014-05-21	912.88	A	21.4	A	17.0	A	18.4	A
USGS	12439000	2014-05-22	912.86	A	22.0	A	18.4	A	19.7	A
USGS	12439000	2014-05-23	912.88	A	20.1	A	16.5	A	18.5	A
USGS	12439000	2014-05-24	912.96	A	21.2	A	18.0	A	19.2	A
USGS	12439000	2014-05-25	913.08	A	19.6	A	17.9	A	18.7	A
USGS	12439000	2014-05-26	913.11	A	18.3	A	16.8	A	17.5	A
USGS	12439000	2014-05-27	913.04	A	19.2	A	16.1	A	17.3	A
USGS	12439000	2014-05-28	912.92	A	17.9	A	16.8	A	17.3	A
USGS	12439000	2014-05-29	912.81	A	17.9	A	16.4	A	17.0	A
USGS	12439000	2014-05-30	912.74	A	19.1	A	16.8	A	17.5	A
USGS	12439000	2014-05-31	912.65	A	19.3	A	16.8	A	18.0	A
USGS	12439000	2014-06-01	912.55	A	20.2	A	17.9	A	18.5	A
USGS	12439000	2014-06-02	912.45	A	21.7	A	18.0	A	19.5	A
USGS	12439000	2014-06-03	912.30	A	20.5	A	18.6	A	19.4	A
USGS	12439000	2014-06-04	912.10	A	22.8	A	18.3	A	19.7	A
USGS	12439000	2014-06-05	911.98	A	20.5	A	18.7	A	19.4	A
USGS	12439000	2014-06-06	911.96	A	21.2	A	18.2	A	19.3	A
USGS	12439000	2014-06-07	911.93	A	22.7	A	18.7	A	20.0	A
USGS	12439000	2014-06-08	911.96	A	23.2	A	19.3	A	20.7	A
USGS	12439000	2014-06-09	912.01	A	22.8	A	20.1	A	21.2	A
USGS	12439000	2014-06-10	912.00	A	21.4	A	20.1	A	20.6	A
USGS	12439000	2014-06-11	911.92	A	21.8	A	19.5	A	20.3	A
USGS	12439000	2014-06-12	911.86	A	22.7	A	18.3	A	20.6	A
USGS	12439000	2014-06-13	911.86	A	21.0	A	20.1	A	20.5	A
USGS	12439000	2014-06-14	911.90	A	22.0	A	19.6	A	20.6	A
USGS	12439000	2014-06-15	911.79	A	20.8	A	19.8	A	20.2	A
USGS	12439000	2014-06-16	911.70	A	20.5	A	19.1	A	19.6	A
USGS	12439000	2014-06-17	911.70	A	20.9	A	18.6	A	19.7	A
USGS	12439000	2014-06-18	911.69	A	19.8	A	19.0	A	19.4	A
USGS	12439000	2014-06-19	911.71	A	22.3	A	18.9	A	20.4	A
USGS	12439000	2014-06-20	911.71	A	22.2	A	20.1	A	21.0	A
USGS	12439000	2014-06-21	911.66	A	22.5	A	18.6	A	20.6	A
USGS	12439000	2014-06-22	911.64	A	24.5	A	19.9	A	21.2	A
USGS	12439000	2014-06-23	911.65	A	24.0	A	20.7	A	21.8	A
USGS	12439000	2014-06-24	911.67	A	22.6	A	20.9	A	21.6	A
USGS	12439000	2014-06-25	911.69	A	23.9	A	20.8	A	21.7	A
USGS	12439000	2014-06-26	911.71	A	23.8	A	21.1	A	22.0	A
USGS	12439000	2014-06-27	911.76	A	22.8	A	21.5	A	22.0	A
USGS	12439000	2014-06-28	911.81	A	24.2	A	21.1	A	22.3	A
USGS	12439000	2014-06-29	911.73	A	23.4	A	21.7	A	22.5	A
USGS	12439000	2014-06-30	911.66	A	24.9	A	21.3	A	23.0	A
USGS	12439000	2014-07-01	911.66	A	24.9	A	22.6	A	23.4	A
USGS	12439000	2014-07-02	911.66	A	24.2	A	22.4	A	23.4	A
USGS	12439000	2014-07-03	911.68	A	25.3	A	23.1	A	24.0	A
USGS	12439000	2014-07-04	911.66	A	24.9	A	22.3	A	23.7	A
USGS	12439000	2014-07-05	911.63	A	25.4	A	23.0	A	23.9	A
USGS	12439000	2014-07-06	911.67	A	26.8	A	23.4	A	24.7	A
USGS	12439000	2014-07-07	911.70	A	26.1	A	23.9	A	24.9	A
USGS	12439000	2014-07-08	911.72	A	27.5	A	24.3	A	25.7	A
USGS	12439000	2014-07-09	911.73	A	27.9	A	25.5	A	26.5	A
USGS	12439000	2014-07-10	911.73	A	26.5	A	24.8	A	25.9	A
USGS	12439000	2014-07-11	911.68	A	27.5	A	24.0	A	25.5	A
USGS	12439000	2014-07-12	911.67	A	27.8	A	25.5	A	26.2	A
USGS	12439000	2014-07-13	911.67	A	28.1	A	25.1	A	26.4	A
USGS	12439000	2014-07-14	911.68	A	27.9	A	26.0	A	26.7	A
USGS	12439000	2014-07-15	911.65	A	28.2	A	25.1	A	26.3	A
USGS	12439000	2014-07-16	911.65	A	28.1	A	26.0	A	27.0	A
USGS	12439000	2014-07-17	911.62	A	28.5	A	26.1	A	27.1	A
USGS	12439000	2014-07-18	911.58	A	29.0	A	25.4	A	26.8	A
USGS	12439000	2014-07-19	911.57	A	27.0	A	25.3	A	26.3	A
USGS	12439000	2014-07-20	911.63	A	27.1	A	24.4	A	25.6	A
USGS	12439000	2014-07-21	911.65	A	26.0	A	23.8	A	24.7	A
USGS	12439000	2014-07-22	911.60	A	24.2	A	22.5	A	23.4	A
USGS	12439000	2014-07-23	911.59	A	24.8	A	22.4	A	23.4	A
USGS	12439000	2014-07-24	911.64	A	23.6	A	22.0	A	22.7	A
USGS	12439000	2014-07-25	911.65	A	24.5	A	21.6	A	23.0	A
USGS	12439000	2014-07-26	911.66	A	24.4	A	22.8	A	23.4	A
USGS	12439000	2014-07-27	911.66	A	25.1	A	22.7	A	23.8	A
USGS	12439000	2014-07-28	911.65	A	26.9	A	23.6	A	25.0	A
USGS	12439000	2014-07-29	911.62	A	27.7	A	25.1	A	26.3	A
USGS	12439000	2014-07-30	911.59	A	28.5	A	25.7	A	26.9	A
USGS	12439000	2014-07-31	911.56	A	28.6	A	26.1	A	27.3	A
USGS	12439000	2014-08-01	911.54	A	27.6	A	26.3	A	26.9	A
USGS	12439000	2014-08-02	911.54	A	28.1	A	25.9	A	26.4	A
USGS	12439000	2014-08-03	911.55	A	28.1	A	25.4	A	26.4	A
USGS	12439000	2014-08-04	911.56	A	27.9	A	25.6	A	26.7	A
USGS	12439000	2014-08-05	911.55	A	29.1	A	26.1	A	27.1	A
USGS	12439000	2014-08-06	911.56	A	27.6	A	25.7	A	26.8	A
USGS	12439000	2014-08-07	911.63	A	28.2	A	25.6	A	26.7	A
USGS	12439000	2014-08-08	911.68	A	26.8	A	24.8	A	25.8	A
USGS	12439000	2014-08-09	911.67	A	26.4	A	24.6	A	25.4	A
USGS	12439000	2014-08-10	911.68	A	26.7	A	24.6	A	25.5	A
USGS	12439000	2014-08-11	911.70	A	26.6	A	25.0	A	25.8	A
USGS	12439000	2014-08-12	911.72	A	26.1	A	25.1	A	25.6	A
USGS	12439000	2014-08-13	911.73	A	25.5	A	23.9	A	24.8	A
USGS	12439000	2014-08-14	911.74	A	24.7	A	24.0	A	24.4	A
USGS	12439000	2014-08-15	911.71	A	24.7	A	23.7	A	24.1	A
USGS	12439000	2014-08-16	911.70	A	26.5	A	23.9	A	24.9	A
USGS	12439000	2014-08-17	911.70	A	27.3	A	24.6	A	25.4	A
USGS	12439000	2014-08-18	911.69	A	27.5	A	24.9	A	25.9	A
USGS	12439000	2014-08-19	911.69	A	26.6	A	25.3	A	26.1	A
USGS	12439000	2014-08-20	911.72	A	25.8	A	24.6	A	25.2	A
USGS	12439000	2014-08-21	911.63	A	25.0	A	23.9	A	24.4	A
USGS	12439000	2014-08-22	911.67	A	24.6	A	23.3	A	23.9	A
USGS	12439000	2014-08-23	911.65	A	25.4	A	23.0	A	24.1	A
USGS	12439000	2014-08-24	911.63	A	24.1	A	23.2	A	23.7	A
USGS	12439000	2014-08-25	911.63	A	25.3	A	22.7	A	23.9	A
USGS	12439000	2014-08-26	911.61	A	25.1	A	22.9	A	23.7	A
USGS	12439000	2014-08-27	911.60	A	24.3	A	22.7	A	23.5	A
USGS	12439000	2014-08-28	911.61	A	25.1	A	23.4	A	24.2	A
USGS	12439000	2014-08-29	911.60	A	24.7	A	23.3	A	23.9	A
USGS	12439000	2014-08-30	911.58	A	23.9	A	22.6	A	23.2	A
USGS	12439000	2014-08-31	911.58	A	23.7	A	22.1	A	22.9	A
USGS	12439000	2014-09-01	911.57	A	23.3	A	21.7	A	22.5	A
USGS	12439000	2014-09-02	911.58	A	23.0	A	21.4	A	22.2	A
USGS	12439000	2014-09-03	911.59	A	21.5	A	20.4	A	21.0	A
USGS	12439000	2014-09-04	911.60	A	23.1	A	20.1	A	21.4	A
USGS	12439000	2014-09-05	911.63	A	22.4	A	20.7	A	21.5	A
USGS	12439000	2014-09-06	911.64	A	23.7	A	21.0	A	22.2	A
USGS	12439000	2014-09-07	911.65	A	22.5	A	21.4	A	21.9	A
USGS	12439000	2014-09-08	911.67	A	23.1	A	20.7	A	21.5	A
USGS	12439000	2014-09-09	911.67	A	21.0	A	19.0	A	19.8	A
USGS	12439000	2014-09-10	911.65	A	19.2	A	18.1	A	18.8	A
USGS	12439000	2014-09-11	911.61	A	20.7	A	18.0	A	19.3	A
USGS	12439000	2014-09-12	911.61	A	20.0	A	18.4	A	19.1	A
USGS	12439000	2014-09-13	911.62	A	20.9	A	18.6	A	19.5	A
USGS	12439000	2014-09-14	911.63	A	21.0	A	18.9	A	19.8	A
USGS	12439000	2014-09-15	911.64	A	21.6	A	19.1	A	20.2	A
USGS	12439000	2014-09-16	911.65	A	20.4	A	19.4	A	20.0	A
USGS	12439000	2014-09-17	911.66	A	20.9	A	19.4	A	20.1	A
USGS	12439000	2014-09-18	911.68	A	20.4	A	19.8	A	20.1	A
USGS	12439000	2014-09-19	911.68	A	21.1	A	19.6	A	20.3	A
USGS	12439000	2014-09-20	911.68	A	21.6	A	19.7	A	20.4	A
USGS	12439000	2014-09-21	911.68	A	21.9	A	19.6	A	20.5	A
USGS	12439000	2014-09-22	911.69	A	21.0	A	20.0	A	20.4	A
USGS	12439000	2014-09-23	911.70	A	20.6	A	19.9	A	20.3	A
USGS	12439000	2014-09-24	911.69	A	19.9	A	18.7	A	19.3	A
USGS	12439000	2014-09-25	911.68	A	18.7	A	18.4	A	18.6	A
USGS	12439000	2014-09-26	911.68	A	19.2	A	18.2	A	18.6	A
USGS	12439000	2014-09-27	911.67	A	19.3	A	18.1	A	18.8	A
USGS	12439000	2014-09-28	911.62	A	19.9	A	18.2	A	19.0	A
USGS	12439000	2014-09-29	911.59	A	20.1	A	18.4	A	19.2	A
USGS	12439000	2014-09-30	911.58	A	19.3	A	17.8	A	18.7	A
USGS	12439000	2014-10-01	911.56	A	19.0	A	17.4	A	18.1	A
USGS	12439000	2014-10-02	911.58	A	18.3	A	17.2	A	17.8	A
USGS	12439000	2014-10-03	911.57	A	18.3	A	17.0	A	17.5	A
USGS	12439000	2014-10-04	911.58	A	18.1	A	17.0	A	17.4	A
USGS	12439000	2014-10-05	911.60	A	18.8	A	16.7	A	17.7	A
USGS	12439000	2014-10-06	911.62	A	18.9	A	17.6	A	18.2	A
USGS	12439000	2014-10-07	911.62	A	19.6	A	17.7	A	18.6	A
USGS	12439000	2014-10-08	911.60	A	19.0	A	18.1	A	18.6	A
USGS	12439000	2014-10-09	911.50	A	19.1	A	17.3	A	18.2	A
USGS	12439000	2014-10-10	911.40	A	18.6	A	17.5	A	18.1	A
USGS	12439000	2014-10-11	911.34	A	18.4	A	17.3	A	17.9	A
USGS	12439000	2014-10-12	911.31	A	17.5	A	16.6	A	17.1	A
USGS	12439000	2014-10-13	911.31	A	17.3	A	16.5	A	16.9	A
USGS	12439000	2014-10-14	911.31	A	18.0	A	16.3	A	16.9	A
USGS	12439000	2014-10-15	911.32	A	16.9	A	16.0	A	16.5	A
USGS	12439000	2014-10-16	911.31	A	16.5	A	15.6	A	16.0	A
USGS	12439000	2014-10-17	911.27	A	16.1	A	15.3	A	15.8	A
USGS	12439000	2014-10-18	911.25	A	16.0	A	15.5	A	15.8	A
USGS	12439000	2014-10-19	911.22	A	16.1	A	15.5	A	15.7	A
USGS	12439000	2014-10-20	911.21	A	15.6	A	15.2	A	15.4	A
USGS	12439000	2014-10-21	911.18	A	15.9	A	14.9	A	15.4	A
USGS	12439000	2014-10-22	911.17	A	15.3	A	14.9	A	15.1	A
USGS	12439000	2014-10-23	911.17	A	15.4	A	14.5	A	15.0	A
USGS	12439000	2014-10-24	911.16	A	15.5	A	14.2	A	14.9	A
USGS	12439000	2014-10-25	911.14	A	15.0	A	14.6	A	14.8	A
USGS	12439000	2014-10-26	911.11	A	15.0	A	13.9	A	14.5	A
USGS	12439000	2014-10-27	911.08	A	14.5	A	13.3	A	13.9	A
USGS	12439000	2014-10-28	911.04	A	14.1	A	13.5	A	13.8	A
USGS	12439000	2014-10-29	911.02	A	14.0	A	13.4	A	13.7	A
USGS	12439000	2014-10-30	910.99	A	13.7	A	13.4	A	13.5	A
USGS	12439000	2014-10-31	911.01	A	13.7	A	13.2	A	13.5	A
USGS	12439000	2014-11-01	911.00	A	13.4	A	12.6	A	13.0	A
USGS	12439000	2014-11-02	910.95	A	13.6	A	12.0	A	12.8	A
USGS	12439000	2014-11-03	910.91	A	13.1	A	12.6	A	12.8	A
USGS	12439000	2014-11-04	910.87	A	13.4	A	12.6	A	12.9	A
USGS	12439000	2014-11-05	910.84	A	13.0	A	12.4	A	12.8	A
USGS	12439000	2014-11-06	910.80	A	12.9	A	12.5	A	12.7	A
USGS	12439000	2014-11-07	910.77	A	13.2	A	12.2	A	12.6	A
USGS	12439000	2014-11-08	910.73	A	12.6	A	11.9	A	12.2	A
USGS	12439000	2014-11-09	910.69	A	12.2	A	10.8	A	11.7	A
USGS	12439000	2014-11-10	910.65	A	11.3	A	10.2	A	10.7	A
USGS	12439000	2014-11-11	910.57	A	10.3	A	8.7	A	9.7	A
USGS	12439000	2014-11-12	910.52	A	10.0	A	8.5	A	9.2	A
USGS	12439000	2014-11-13	910.46	A	9.6	A	8.3	A	9.0	A
USGS	12439000	2014-11-14	910.38	A	9.2	A	6.4	A	7.7	A
USGS	12439000	2014-11-15	910.28	A	8.2	A	6.3	A	7.7	A
USGS	12439000	2014-11-16	910.20	A	8.1	A	6.9	A	7.6	A
USGS	12439000	2014-11-17	910.13	A	8.2	A	6.4	A	7.3	A
USGS	12439000	2014-11-18	910.06	A	7.6	A	6.1	A	7.1	A
USGS	12439000	2014-11-19	910.01	A	7.4	A	6.9	A	7.2	A
USGS	12439000	2014-11-20	909.96	A	7.4	A	6.3	A	7.0	A
USGS	12439000	2014-11-21	909.93	A	7.4	A	5.8	A	6.7	A
USGS	12439000	2014-11-22	909.94	A	6.7	A	5.7	A	6.4	A
USGS	12439000	2014-11-23	909.90	A	6.3	A	5.6	A	6.0	A
USGS	12439000	2014-11-24	909.87	A	6.2	A	5.0	A	5.6	A
USGS	12439000	2014-11-25	909.88	A	7.0	A	5.3	A	6.3	A
USGS	12439000	2014-11-26	909.90	A	6.0	A	5.4	A	5.7	A
USGS	12439000	2014-11-27	909.87	A	6.8	A	5.7	A	6.3	A
USGS	12439000	2014-11-28	909.85	A	7.1	A	4.2	A	6.0	A
USGS	12439000	2014-11-29	909.74	A	4.5	A	1.0	A	2.6	A
USGS	12439000	2014-11-30	909.60	A	3.8	A	1.0	A	1.8	A
USGS	12439000	2014-12-01	909.56	A	4.9	A	3.8	A	4.4	A
USGS	12439000	2014-12-02	909.53	A	4.6	A	3.5	A	4.1	A
USGS	12439000	2014-12-03	909.51	A	4.0	A	1.3	A	2.9	A
USGS	12439000	2014-12-04	909.48	A	3.5	A	2.1	A	2.8	A
USGS	12439000	2014-12-05	909.46	A	4.2	A	3.2	A	3.7	A
USGS	12439000	2014-12-06	909.47	A	4.0	A	2.6	A	3.6	A
USGS	12439000	2014-12-07	909.48	A	4.5	A	3.8	A	4.1	A
USGS	12439000	2014-12-08	909.47	A	4.3	A	3.7	A	4.1	A
USGS	12439000	2014-12-09	909.47	A	4.5	A	3.9	A	4.2	A
USGS	12439000	2014-12-10	909.48	A	5.1	A	4.1	A	4.6	A
